Group,Family,Scientific Name,variety,Common Name,Native/Exotic,Fresh/Marine/Brackish
Fishes,Lutjanidae,Lutjanus fulvus,,blacktail snapper,Exotic,Marine
Fishes,Lutjanidae,Lutjanus gibbus,,humpback snapper,Exotic,Marine
Fishes,Lutjanidae,Lutjanus guttatus,,Spotted Rose Snapper,Exotic,Marine
Fishes,Lutjanidae,Lutjanus kasmira,,bluestripe snapper,Exotic,Marine
Fishes,Lutjanidae,Lutjanus sebae,,emperor snapper,Exotic,Marine
Fishes,Cyprinidae,Luxilus albeolus,,White Shiner,Native,Freshwater
Fishes,Cyprinidae,Luxilus cerasinus,,Crescent Shiner,Native,Freshwater
Fishes,Cyprinidae,Luxilus chrysocephalus,,Striped Shiner,Native,Freshwater
Fishes,Cyprinidae,Luxilus chrysocephalus isolepis,,Striped Shiner,Native,Freshwater
Fishes,Cyprinidae,Luxilus coccogenis,,Warpaint Shiner,Native,Freshwater
Fishes,Cyprinidae,Luxilus cornutus,,Common Shiner,Native,Freshwater
Fishes,Cyprinidae,Luxilus zonistius,,Bandfin Shiner,Native,Freshwater
Plants,Poaceae,Luziola subintegra,,Tropical American watergrass,Exotic,Freshwater
Plants,Lamiaceae,Lycopus asper,,rough water-horehound,Native,Freshwater
Plants,Lamiaceae,Lycopus europaeus,,gypsywort,Exotic,Freshwater
Plants,Primulaceae,Lysimachia punctata,,large yellow loosestrife,Exotic,Freshwater
Fishes,Cyprinidae,Lythrurus ardens,,Rosefin Shiner,Native,Freshwater
Fishes,Cyprinidae,Lythrurus atrapiculus,,Blacktip Shiner,Native,Freshwater
Fishes,Cyprinidae,Lythrurus fasciolaris,,Scarlet Shiner,Native,Freshwater
Fishes,Cyprinidae,Lythrurus matutinus,,Pinewoods Shiner,Native,Freshwater
Fishes,Cyprinidae,Macrhybopsis meeki,,Sicklefin Chub,Native,Freshwater
Crustaceans-Shrimp,Palaemonidae,Macrobrachium heterochirus,,cascade river prawn,Exotic,Freshwater
Crustaceans-Shrimp,Palaemonidae,Macrobrachium lar,,Tahitian prawn,Exotic,Marine-Freshwater
Crustaceans-Shrimp,Palaemonidae,Macrobrachium macrobrachion,,brackish river prawn,Exotic,Brackish-Marine
Crustaceans-Shrimp,Palaemonidae,Macrobrachium ohione,,Ohio shrimp,Native,Freshwater
Crustaceans-Shrimp,Palaemonidae,Macrobrachium olfersii,,bristled river shrimp,Native,Freshwater
Crustaceans-Shrimp,Palaemonidae,Macrobrachium rosenbergii,,giant river prawn,Exotic,Marine-Freshwater
Reptiles-Turtles,Chelydridae,Macrochelys temminckii,,Alligator Snapping Turtle,Native,Freshwater
Fishes,Mastacembelidae,Macrognathus siamensis,,Spotfin Spiny Eel,Exotic,Freshwater
Fishes,Osphronemidae,Macropodus opercularis,,paradise fish,Exotic,Freshwater
Reptiles-Turtles,Emydidae,Malaclemys spp.,,Diamond-backed Terrapin,Native,Freshwater
Reptiles-Turtles,Emydidae,Malaclemys terrapin,,Diamond-backed Terrapin,Native,Freshwater
Reptiles-Turtles,Emydidae,Malayemys subtrijuga,,Malayan Snail-eating Turtle,Exotic,Freshwater
Fishes,Cyprinidae,Margariscus margarita,,Allegheny Pearl Dace,Native,Freshwater
Mollusks-Gastropods,Ampullariidae,Marisa cornuarietis,,giant rams-horn snail,Exotic,Freshwater
Plants,Marsileaceae,Marsilea crenata,,false pepperwort,Exotic,Freshwater
Plants,Marsileaceae,Marsilea drummondii,,nardoo,Exotic,Freshwater
Plants,Marsileaceae,Marsilea macropoda,,big-foot water-clover,Native,Freshwater
Plants,Marsileaceae,Marsilea minuta,,dwarf water-clover,Exotic,Freshwater
Plants,Marsileaceae,Marsilea mutica,,Australian water-clover,Exotic,Freshwater
Plants,Marsileaceae,Marsilea oligospora,,Pacific waterclover,Native,Freshwater
Plants,Marsileaceae,Marsilea quadrifolia,,European water-clover,Exotic,Freshwater
Plants,Marsileaceae,Marsilea sp.,,waterclover,Unknown,Freshwater
Plants,Marsileaceae,Marsilea vestita,,hairy water-clover,Native,Freshwater
Fishes,Mastacembelidae,Mastacembelus erythrotaenia,,fire eel,Exotic,Freshwater
Reptiles-Turtles,Emydidae,Mauremys caspica,,Caspian Turtle,Exotic,Freshwater
Reptiles-Turtles,Geoemydidae,Mauremys reevesii,,Chinese Three-keeled Pond Turtle,Exotic,Freshwater
Reptiles-Crocodilians,Crocodylidae,Mecistops cataphractus,,African Slender-snouted Crocodile,Exotic,Freshwater
Fishes,Cyprinidae,Meda fulgida,,Spikedace,Native,Freshwater
Crustaceans-Copepods,Cyclopidae,Megacyclops viridis,,Cyclopoid copepod,Exotic,Freshwater-Marine
Fishes,Megalopidae,Megalops atlanticus,,Tarpon,Native,Marine
Fishes,Cichlidae,Melanochromis auratus,,golden mbuna,Exotic,Freshwater
Fishes,Cichlidae,Melanochromis johannii,,bluegray mbuna,Exotic,Freshwater
Mollusks-Gastropods,Thiaridae,Melanoides tuberculata,,red-rim melania,Exotic,Freshwater
Mollusks-Gastropods,Thiaridae,Melanoides turriculus,,fawn melania,Exotic,Freshwater
Fishes,Melanotaeniidae,Melanotaenia nigrans,,black-banded rainbowfish,Exotic,Freshwater
Fishes,Atherinopsidae,Membras martinica,,Rough Silverside,Native,Marine
Fishes,Atherinopsidae,Menidia audens,,Mississippi Silverside,Native,Freshwater
Fishes,Atherinopsidae,Menidia beryllina,,Inland Silverside,Native,Freshwater-Marine
Fishes,Sciaenidae,Menticirrhus nasus,,Highfin Kingfish,Exotic,Marine
Fishes,Sciaenidae,Menticirrhus undulatus,,California Corbina,Native,Marine
Crustaceans-Copepods,Cyclopidae,Mesocyclops ogunnus,,a copepod,Exotic,Freshwater
Crustaceans-Copepods,Cyclopidae,Mesocyclops pehpeiensis,,a copepod,Exotic,Freshwater
Fishes,Characidae,Metynnis hypsauchen,,silver dollar,Exotic,Freshwater
Fishes,Characidae,Metynnis sp.,,metynnis,Exotic,Freshwater
Amphibians-Frogs,Microhylidae,Microhyla pulchra,,Marbled Pigmy Frog,Exotic,Freshwater
Fishes,Sciaenidae,Micropogonias megalops,,Gulf Croaker,Exotic,Marine
Fishes,Sciaenidae,Micropogonias undulatus,,Atlantic Croaker,Native,Marine
Fishes,Centrarchidae,Micropterus cataractae,,Shoal Bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus coosae,,Redeye Bass (sensu lato),Native,Freshwater
Fishes,Centrarchidae,Micropterus dolomieu,,Smallmouth Bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus dolomieu x treculii,,,Native Hybrid,Freshwater
Fishes,Centrarchidae,Micropterus henshalli,,Alabama Bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus notius,,Suwanee Bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus punctulatus,,Spotted Bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus punctulatus punctulatus,,Spotted Bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus salmoides,,Largemouth Bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus salmoides floridanus,,Florida largemouth bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus salmoides floridanus x salmoides,,largemouth bass hybrid,Native,Freshwater
Fishes,Centrarchidae,Micropterus salmoides salmoides,,northern largemouth bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus sp.,,black bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus sp. cf coosae,,Altamaha Bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus sp. cf coosae,,Bartram's Bass,Native,Freshwater
Fishes,Centrarchidae,Micropterus treculii,,Guadalupe Bass,Native,Freshwater
Fishes,Catostomidae,Minytrema melanops,,Spotted Sucker,Native,Freshwater
Fishes,Cobitidae,Misgurnus anguillicaudatus,,Oriental Weatherfish,Exotic,Freshwater
Fishes,Cobitidae,Misgurnus mizolepis,,Chinese fine-scaled loach,Exotic,Freshwater
Fishes,Cyprinidae,Moapa coriacea,,Moapa Dace,Native,Freshwater
Fishes,Characidae,Moenkhausia sanctaefilomenae,,redeye tetra,Exotic,Freshwater
Plants,Pontederiaceae,Monochoria vaginalis,,heart-shape false pickerelweed,Exotic,Freshwater
Fishes,Synbranchidae,Monopterus albus,,Asian Swamp Eel,Exotic,Freshwater
Fishes,Synbranchidae,Monopterus sp.,,Asian swamp eel,Exotic,Freshwater
Fishes,Moronidae,Morone americana,,White Perch,Native,Freshwater
Fishes,Moronidae,Morone americana x M. mississippiensis,,white perch x yellow bass,Native Hybrid,Freshwater
Fishes,Moronidae,Morone americana x M. saxatilis,,white perch x striped bass,Native Hybrid,Freshwater
Fishes,Moronidae,Morone chrysops,,White Bass,Native,Freshwater-Marine
Fishes,Moronidae,Morone chrysops x M. americana,,white bass x white perch,Native Hybrid,Freshwater
Fishes,Moronidae,Morone chrysops x M. mississippiensis,,white bass x yellow bass,Native Hybrid,Freshwater
Fishes,Moronidae,Morone chrysops x M. saxatilis,,wiper,Native Hybrid,Freshwater-Marine
Fishes,Moronidae,Morone mississippiensis,,Yellow Bass,Native,Freshwater
Fishes,Moronidae,Morone mississippiensis x M. saxatilis,,yellow bass x striped bass,Native Hybrid,Freshwater
Fishes,Moronidae,Morone saxatilis,,Striped Bass,Native,Freshwater-Marine
Fishes,Catostomidae,Moxostoma anisurum,,Silver Redhorse,Native,Freshwater
Fishes,Catostomidae,Moxostoma breviceps,,Smallmouth Redhorse,Native,Freshwater
Fishes,Catostomidae,Moxostoma cervinum,,Blacktip Jumprock,Native,Freshwater
Fishes,Catostomidae,Moxostoma erythrurum,,Golden Redhorse,Native,Freshwater
Fishes,Catostomidae,Moxostoma lachneri,,Greater Jumprock,Native,Freshwater
Fishes,Catostomidae,Moxostoma macrolepidotum,,Shorthead Redhorse,Native,Freshwater
Fishes,Catostomidae,Moxostoma pisolabrum,,Pealip Redhorse,Native,Freshwater
Fishes,Catostomidae,Moxostoma rupiscartes,,Striped Jumprock,Native,Freshwater
Fishes,Mugilidae,Mugil cephalus,,Striped Mullet,Native,Marine
Fishes,Mugilidae,Mugil curema,,White Mullet,Native,Marine
Fishes,Mugilidae,Mugil sp.,,,Native,Freshwater
Fishes,Gobiidae,Mugilogobius cavifrons,,mangrove goby,Exotic,Brackish
Plants,Commelinaceae,Murdannia keisak,,marsh dewflower,Exotic,Freshwater
Mollusks-Bivalves,Pisidiidae,Musculium sp.,,fingernail clam,Native,Freshwater
Fishes,Cyprinidae,Mylocheilus caurinus,,Peamouth,Native,Freshwater
Fishes,Cyprinidae,Mylopharyngodon piceus,,Black Carp,Exotic,Freshwater
Fishes,Cyprinidae,Mylopharyngodon piceus,diploid,Black Carp (diploid),Exotic,Freshwater
Fishes,Cyprinidae,Mylopharyngodon piceus,triploid,Black Carp (triploid),Exotic,Freshwater
Fishes,Characidae,Myloplus rubripinnis,,redhook pacu,Exotic,Freshwater
Mammals,Myocastoridae,Myocastor coypus,,nutria,Exotic,Freshwater
Plants,Haloragaceae,Myriophyllum aquaticum,,parrot feather,Exotic,Freshwater
Plants,Haloragaceae,Myriophyllum heterophyllum,,variable-leaf watermilfoil,Native,Freshwater
Plants,Haloragaceae,Myriophyllum spicatum,,Eurasian watermilfoil,Exotic,Freshwater-Brackish
Plants,Haloragaceae,Myriophyllum x spicatum [sibiricum x spicatum],,hybrid watermilfoil,Exotic Hybrid,Freshwater
Crustaceans-Mysids,Mysidae,Mysis diluviana,,opossum shrimp,Native,Freshwater
Plants,Hydrocharitaceae,Najas graminea,,ricefield waternymph,Exotic,Freshwater
Plants,Hydrocharitaceae,Najas guadalupensis guadalupensis,,Guadalupe waternymph,Native,Freshwater
Plants,Hydrocharitaceae,Najas marina,,spiny waternymph,Native,Freshwater-Brackish
Plants,Hydrocharitaceae,Najas minor,,brittle waternymph,Exotic,Freshwater
Fishes,Acanthuridae,Naso lituratus,,orangespine unicornfish,Exotic,Marine
Plants,Brassicaceae,Nasturtium officinale,,water-cress,Exotic,Freshwater
Reptiles-Snakes,Colubridae,Natrix tessellata,,Tessellated Watersnake,Exotic,Freshwater
Amphibians-Salamanders,Proteidae,Necturus maculosus,,Mudpuppy,Native,Freshwater
Plants,Nelumbonaceae,Nelumbo nucifera,,sacred lotus,Exotic,Freshwater
Fishes,Nematistiidae,Nematistius pectoralis,,Roosterfish,Native,Marine
Fishes,Aplocheilidae,Nematolebias whitei,,Rio pearlfish,Exotic,Freshwater
Crustaceans-Shrimp,Atyidae,Neocaridina denticulata sinensis,,a shrimp,Exotic,Freshwater
Crustaceans-Copepods,Ergasilidae,Neoergasilus japonicus,,a parasitic copepod,Exotic,Freshwater
Fishes,Gobiidae,Neogobius melanostomus,,Round Goby,Exotic,Freshwater
Fishes,Pomacentridae,Neopomacentrus cyanomos,,regal demoiselle,Exotic,Marine
Reptiles-Snakes,Colubridae,Nerodia fasciata fasciata,,Southern Watersnake,Native,Freshwater
Reptiles-Snakes,Colubridae,Nerodia fasciata pictiventris,,Florida Watersnake,Native,Freshwater
Reptiles-Snakes,Colubridae,Nerodia rhombifer,,Diamond-backed Watersnake,Native,Freshwater
Reptiles-Snakes,Colubridae,Nerodia sipedon,,Northern Watersnake,Native,Freshwater
Reptiles-Snakes,Colubridae,Nerodia taxispilota,,Brown Watersnake,Native,Freshwater
Plants,Characeae,Nitellopsis obtusa,,starry stonewort,Exotic,Freshwater-Marine
Crustaceans-Copepods,Ameiridae,Nitokra hibernica,,a harpacticoid copepod,Exotic,Freshwater-Marine
Crustaceans-Copepods,Ameiridae,Nitokra incerta,,a harpacticoid copepod,Exotic,Freshwater-Marine
Fishes,Cyprinidae,Nocomis biguttatus,,Hornyhead Chub,Native,Freshwater
Fishes,Cyprinidae,Nocomis leptocephalus,,Bluehead Chub,Native,Freshwater
Fishes,Cyprinidae,Nocomis leptocephalus bellicus,,Bluehead Chub,Native,Freshwater
Fishes,Cyprinidae,Nocomis micropogon,,River Chub,Native,Freshwater
Fishes,Cyprinidae,Nocomis raneyi,,Bull Chub,Native,Freshwater
Plants,Acanthaceae,Nomaphila stricta,,stiff beargrass,Exotic,Freshwater
Fishes,Cyprinidae,Notemigonus crysoleucas,,Golden Shiner,Native,Freshwater
Fishes,Aplocheilidae,Nothobranchius guentheri,,redtail notho,Exotic,Freshwater
Amphibians-Salamanders,Salamandridae,Notophthalmus viridescens viridescens,,Red-spotted Newt,Native,Freshwater
Fishes,Cyprinidae,Notropis altipinnis,,Highfin Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis amoenus,,Comely Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis anogenus,,Pugnose Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis ariommus,,Popeye Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis asperifrons,,Burrhead Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis atherinoides,,Emerald Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis baileyi,,Rough Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis bairdi,,Red River Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis bifrenatus,,Bridle Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis blennius,,River Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis boops,,Bigeye Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis buccatus,,Silverjaw Minnow,Native,Freshwater
Fishes,Cyprinidae,Notropis buccula,,Smalleye Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis buchanani,,Ghost Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis chiliticus,,Redlip Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis chrosomus,,Rainbow Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis dorsalis,,Bigmouth Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis girardi,,Arkansas River Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis harperi,,Redeye Chub,Native,Freshwater
Fishes,Cyprinidae,Notropis heterolepis,,Blacknose Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis hudsonius,,Spottail Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis hypsilepis,,Highscale Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis leuciodus,,Tennessee Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis longirostris,,Longnose Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis lutipinnis,,Yellowfin Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis nubilus,,Ozark Minnow,Native,Freshwater
Fishes,Cyprinidae,Notropis oxyrhynchus,,Sharpnose Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis ozarcanus,,Ozark Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis potteri,,Chub Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis procne,,Swallowtail Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis rubellus,,Rosyface Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis rubricroceus,,Saffron Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis shumardi,,Silverband Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis spectrunculus,,Mirror Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis stramineus,,Sand Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis stramineus missuriensis,,Sand Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis telescopus,,Telescope Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis texanus,,Weed Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis volucellus,,Mimic Shiner,Native,Freshwater
Fishes,Cyprinidae,Notropis xaenocephalus,,Coosa Shiner,Native,Freshwater
Fishes,Ictaluridae,Noturus exilis,,Slender Madtom,Native,Freshwater
Fishes,Ictaluridae,Noturus flavus,,Stonecat,Native,Freshwater
Fishes,Ictaluridae,Noturus gilberti,,Orangefin Madtom,Native,Freshwater
Fishes,Ictaluridae,Noturus gyrinus,,Tadpole Madtom,Native,Freshwater
Fishes,Ictaluridae,Noturus insignis,,Margined Madtom,Native,Freshwater
Fishes,Ictaluridae,Noturus miurus,,Brindled Madtom,Native,Freshwater
Fishes,Ictaluridae,Noturus nocturnus,,Freckled Madtom,Native,Freshwater
Fishes,Umbridae,Novumbra hubbsi,,Olympic Mudminnow,Native,Freshwater
Plants,Nymphaeaceae,Nymphaea caerulea,,Egyptian lotus,Exotic,Freshwater
Plants,Nymphaeaceae,Nymphaea capensis,zanzibariensis,cape blue waterlily,Exotic,Freshwater
Plants,Nymphaeaceae,Nymphaea lotus,,white Egyptian lotus,Exotic,Freshwater
Plants,Nymphaeaceae,Nymphaea mexicana,,yellow waterlily,Native,Freshwater
Plants,Nymphaeaceae,Nymphaea odorata,,American white waterlily,Native,Freshwater
Plants,Nymphaeaceae,Nymphaea x daubenyana [caerulea x micrantha],,waterlily,Exotic Hybrid,Freshwater
Plants,Nymphaeaceae,Nymphaea x marliacea [alba x mexicana],,waterlily,Exotic Hybrid,Freshwater
Plants,Menyanthaceae,Nymphoides cristata,,crested floating-heart,Exotic,Freshwater
Plants,Menyanthaceae,Nymphoides grayana,,Gray's floating-heart,Native,Freshwater
Plants,Menyanthaceae,Nymphoides indica,,water snowflake,Exotic,Freshwater
Plants,Menyanthaceae,Nymphoides peltata,,yellow floating-heart,Exotic,Freshwater
Reptiles-Turtles,Bataguridae,Ocadia sinensis,,Chinese stripe-necked turtle,Exotic,Freshwater
Mollusks-Cephalopods,Octopodidae,Octopus sp.,,octopus,Native,Marine
Mollusks-Cephalopods,Octopodidae,Octopus vulgaris,,common octopus,Native,Marine
Plants,Apiaceae,Oenanthe javanica,,Java waterdropwort,Exotic,Freshwater
Fishes,Blenniidae,Omobranchus ferox,,fang-toothed blenny,Exotic,Brackish
Fishes,Blenniidae,Omobranchus punctatus,,Muzzled blenny,Exotic,Marine
Fishes,Salmonidae,Oncorhynchus aguabonita,,Golden Trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus aguabonita whitei,,Little Kern golden trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus apache,,Apache Trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii,,Cutthroat Trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii behnkei,,Snake River Finespotted Cutthroat Trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii bouvieri,,Yellowstone cutthroat trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii henshawi,,Lahontan cutthroat trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii lewisi,,west slope cutthroat trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii pleuriticus,,Colorado River cutthroat trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii seleniris,,Paiute cutthroat trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii ssp. 2,,Pikes Peak cutthroat trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii stomias,,greenback cutthroat trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii utah,,Bonneville cutthroat trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii virginalis,,Rio Grande cutthroat trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus clarkii x mykiss,,cutbow trout,Native Hybrid,Freshwater
Fishes,Salmonidae,Oncorhynchus gilae,,Gila Trout,Native,Freshwater
Fishes,Salmonidae,Oncorhynchus gorbuscha,,Pink Salmon,Native,Freshwater-Marine
Fishes,Salmonidae,Oncorhynchus keta,,Chum Salmon,Native,Freshwater-Marine
Fishes,Salmonidae,Oncorhynchus kisutch,,Coho Salmon,Native,Freshwater-Marine
Fishes,Salmonidae,Oncorhynchus masou,,cherry salmon,Exotic,Freshwater
Fishes,Salmonidae,Oncorhynchus mykiss,,Rainbow Trout,Native,Freshwater-Marine
Fishes,Salmonidae,Oncorhynchus mykiss irideus,,coastal rainbow trout,Native,Freshwater-Marine
Fishes,Salmonidae,Oncorhynchus mykiss kamloops strain,,Kamloops trout,Native,Freshwater-Marine
Fishes,Salmonidae,Oncorhynchus mykiss ssp.,,redband trout,Native,Freshwater-Marine
Fishes,Salmonidae,Oncorhynchus nerka,,Sockeye Salmon,Native,Freshwater-Marine
Fishes,Salmonidae,Oncorhynchus tshawytscha,,Chinook Salmon,Native,Freshwater-Marine
Mammals,Muridae,Ondatra zibethicus,,muskrat,Native,Freshwater
Fishes,Clupeidae,Opisthonema libertate,,Deepbody Thread Herring,Exotic,Marine
Fishes,Oplegnathidae,Oplegnathus fasciatus,,barred knifejaw,Exotic,Marine
Crustaceans-Crayfish,Cambaridae,Orconectes causeyi,,Conchas crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes cristavarius,,spiny stream crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes harrisonii,,belted crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes hylas,,woodland crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes immunis,,calico crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes juvenilis,,Kentucky River crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes luteus,,golden crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes neglectus,,ringed crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes neglectus chaenodactylus,,gap ringed crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes neglectus neglectus,,ringed crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes obscurus,,Allegheny crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes palmeri creolanus,,Creole painted crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes placidus,,placid crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes propinquus,,northern clearwater crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes putnami,,phallic crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes ronaldi,,Mud River crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes rusticus,,rusty crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes sanbornii,,Sanborn crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes spinosus,,,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Orconectes virilis,,virile crayfish,Native,Freshwater
Fishes,Cichlidae,Oreochromis aureus,,Blue Tilapia,Exotic,Freshwater
Fishes,Cichlidae,Oreochromis aureus x mossambicus,,blue x Mozambique tilapia,Exotic Hybrid,Freshwater
Fishes,Cichlidae,Oreochromis macrochir,,longfin tilapia,Exotic,Freshwater
Fishes,Cichlidae,Oreochromis mossambicus,,Mozambique Tilapia,Exotic,Freshwater-Brackish
Fishes,Cichlidae,Oreochromis mossambicus x hornorum,,hybrid tilapia,Exotic Hybrid,Freshwater
Fishes,Cichlidae,Oreochromis niloticus,,Nile Tilapia,Exotic,Freshwater
Fishes,Cichlidae,Oreochromis sp.,,Tilapia species,Exotic,Freshwater
Fishes,Cichlidae,Oreochromis urolepis,,Wami Tilapia,Exotic,Freshwater
Fishes,Cichlidae,Oreochromis urolepis hornorum,,Wami Tilapia,Exotic,Freshwater
Fishes,Cichlidae,Oreochromis urolepis hornorum x mossambicus,,hybrid tilapia,Exotic Hybrid,Freshwater
Fishes,Cichlidae,Oreochromis, Sarotherodon, Tilapia sp.,,tilapia,Exotic,Freshwater
Fishes,Cichlidae,Oreochromis, Sarotherodon, Tilapia sp. x sp.,,hybrid tilapia,Exotic Hybrid,Freshwater
Fishes,Cyprinidae,Orthodon microlepidotus,,Sacramento Blackfish,Native,Freshwater
Plants,Poaceae,Oryza sativa,,rice,Exotic,Freshwater
Fishes,Adrianichthyidae,Oryzias latipes,,Japanese medaka,Exotic,Freshwater
Fishes,Osmeridae,Osmerus mordax,,Rainbow Smelt,Native,Freshwater-Marine
Fishes,Osphronemidae,Osphronemus goramy,,giant gourami,Exotic,Freshwater
Fishes,Osteoglossidae,Osteoglossum bicirrhosum,,Silver Arowana,Exotic,Freshwater
Amphibians-Frogs,Hylidae,Osteopilus septentrionalis,,Cuban Treefrog,Exotic,Freshwater
Mammals,Otariidae,Otaria flavescens,,South American sea lion,Exotic,Marine
Fishes,Loricariidae,Otocinclus sp.,,suckermouth catfish,Exotic,Freshwater
Plants,Hydrocharitaceae,Ottelia alismoides,,duck-lettuce,Exotic,Freshwater
Fishes,Doradidae,Oxydoras niger,,ripsaw catfish,Exotic,Freshwater
Amphibians-Frogs,Hylidae,Pachymedusa dacnicolor,,Mexican Leaf Frog,Exotic,Freshwater
Amphibians-Salamanders,Salamandridae,Pachytriton labiatus,,Paddle-Tail Newt,Exotic,Freshwater
Crustaceans-Crayfish,Astacidae,Pacifastacus gambelii,,pilose crayfish,Native,Freshwater
Crustaceans-Crayfish,Astacidae,Pacifastacus leniusculus,,signal crayfish,Native,Freshwater
Crustaceans-Crayfish,Astacidae,Pacifastacus leniusculus klamathensis,,signal crayfish,Native,Freshwater
Crustaceans-Crayfish,Astacidae,Pacifastacus leniusculus leniusculus,,signal crayfish,Native,Freshwater
Crustaceans-Crayfish,Astacidae,Pacifastacus leniusculus trowbridgii,,signal crayfish,Native,Freshwater
Crustaceans-Crayfish,Astacidae,Pacifastacus nigrescens,,sooty crayfish,Native,Freshwater
Crustaceans-Crayfish,Astacidae,Pacifastacus sp.,,crayfish,Native,Freshwater
Crustaceans-Shrimp,Palaemonidae,Palaemonetes kadiakensis,,Mississippi grass shrimp,Native,Freshwater
