Identifier	ScientificName	Parent TaxonID	Kingdom	Phylum	Sub Phylum	Class	Infraclass	Super Cohort	Cohort	Super Order	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Tribe	Genus	Species	Infraspecies	TaxonRank	FurtherInformationURL	TaxonomicStatus	TaxonRemarks	NamePublishedIn	ReferenceID
40208	Paraxerus cepapi phalaena (Thomas, 1926)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Sciuridae	Sciurinae		Paraxerus 	cepapi 	phalaena 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40209	Paraxerus cepapi chobiensis (Roberts, 1932)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Sciuridae	Sciurinae		Paraxerus 	cepapi 	chobiensis 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40210	Paraxerus cepapi maunensis Roberts, 1932		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Sciuridae	Sciurinae		Paraxerus 	cepapi 	maunensis	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40211	Paraxerus cepapi kalaharicus Roberts, 1932		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Sciuridae	Sciurinae		Paraxerus 	cepapi 	kalaharicus  	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40212	Paraxerus cepapi tsumebensis Roberts, 1938		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Sciuridae	Sciurinae		Paraxerus 	cepapi 	tsumebensis	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40213	Paraxerus cepapi cepapoides (Roberts, 1946)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Sciuridae	Sciurinae		Paraxerus 	cepapi 	cepapoides 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40214	Paraxerus cepapi carpi (Lundholm, , 1955)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Sciuridae	Sciurinae		Paraxerus 	cepapi 	carpi 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40215	Sciurus Linnaeus, 1758		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Sciuridae	Sciurinae		Sciurus			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40216	Sciurus carolinensis Gmelin, 1788		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Sciuridae	Sciurinae		Sciurus	carolinensis		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40217	Gliridae		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae						Family	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40218	Graphiurinae		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae	Graphiurinae					Subfamily	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40219	Graphiurus Muirhead,1819		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae	Graphiurinae		Graphiurus 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40220	Graphiurus ocularis (Smith, 1829)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae	Graphiurinae		Graphiurus 	ocularis 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40221	Graphirurs platyops Thomas, 1897		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae	Graphiurinae		Graphirurs 	platyops 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40222	Graphirurs platyops platyops (Thomas, 1897)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae	Graphiurinae		Graphirurs 	platyops 	platyops 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40223	Graphirurs platyops rupicola (Thomas and Hinton, 1925)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae	Graphiurinae		Graphirurs 	platyops 	rupicola 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40224	Graphiurus murinus (Desmarest, 1822)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae	Graphiurinae		Graphiurus 	murinus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40225	Graphiurus murinus murinus (Desmarest, 1822)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae	Graphiurinae		Graphiurus 	murinus 	murinus 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40226	Graphiurus murinus microtis (Noack, 1887)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae	Graphiurinae		Graphiurus 	murinus 	microtis 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40227	Graphiurus murinus griselda (Schwann, 1906)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Sciurognathi			Gliridae	Graphiurinae		Graphiurus 	murinus 	griselda 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40228	Myomorpha		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha									Suborder	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40229	Muroidea		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea							Superfamily	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40230	Muridae		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae						Family	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40231	Deomyinae		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Deomyinae					Subfamily	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40232	Acomys Geoffroy, 1838		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Deomyinae		Acomys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40233	Acomys spinosissimus (Peters, 1852)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Deomyinae		Acomys 	spinosissimus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40234	Acomys subspinosus (Waterhouse, 1838)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Deomyinae		Acomys 	subspinosus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40235	Murinae		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae					Subfamily	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40236	Aethomys Thomas, 1915		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Aethomys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40237	Aethomys chrysophilus (De Winton, 1897)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Aethomys 	chrysophilus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40238	Aethomys chrysophilus chtysophilus (De Winton, 1897)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Aethomys 	chrysophilus 	chtysophilus	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40239	Aethomys chrysophilus imago Thomas, 1927		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Aethomys 	chrysophilus 	imago	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40240	Aethomys ineptus (Thomas & Wroughton, 1908)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Aethomys 	ineptus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40241	Dasymys Peters, 1852		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Dasymys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40242	Dasymys incomtus (Sundevall, 1847)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Dasymys 	incomtus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40243	Dasymys capensis Roberts, 1936		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Dasymys 	capensis		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40244	Rhabdomys Wanger, 1841		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Rhabdomys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40245	Rhabdomys pumilio (Sparrmann, 1784)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Rhabdomys 	pumilio 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40246	Zelotomys Osgood, 1910		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Zelotomys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40247	Zelotomys woosnami (Schwann, 1906)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Zelotomys 	woosnami 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40248	Grammomys Thomas, 1915		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Grammomys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40249	Grammomys cometes (Thomas & Wroughton, 1908)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Grammomys 	cometes 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40250	Grammomys cometes cometes (Thomas & Wroughton, 1908)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Grammomys 	cometes 	cometes	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40251	Grammomys cometes silindensis Roberts, 1938		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Grammomys 	cometes 	silindensis	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40252	Grammomys dolichurus (Smuts, 1832)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Grammomys 	dolichurus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40253	Grammomys dolichurus dolichurus (Smuts, 1832)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Grammomys 	dolichurus 	dolichurus	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40254	Grammomys dolichurus surdaster (Thomas & Wroughton, 1908)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Grammomys 	dolichurus 	surdaster	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40255	Grammomys dolichurus baliolus (Osgood, 1910)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Grammomys 	dolichurus 	baliolus	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40256	Grammomys dolichurus tongensis Roberts, 1931		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Grammomys 	dolichurus 	tongensis	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40257	Lemniscomys Trouessart, 1881		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Lemniscomys 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40258	Lemniscomys rosalia (Thomas, 1904)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Lemniscomys 	rosalia 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40259	Lemniscomys rosalia calidior (Thomas and Wroughton, 1908)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Lemniscomys 	rosalia 	calidior 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40260	Lemniscomys rosalia spinalis (Thomas, 1916)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Lemniscomys 	rosalia 	spinalis	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40261	Lemniscomys rosalia sabulatus (Thomas, 1927)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Lemniscomys 	rosalia 	sabulatus 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40262	Lemniscomys rosalia fitzsimonsi (Roberts, 1932)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Lemniscomys 	rosalia 	fitzsimonsi 	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40263	Mus Linnaeus, 1758		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 			Genus	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40264	Mus neavei (Thomas, 1910)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	neavei 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40265	Mus indutus (Thomas, 1910)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	indutus 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40266	Mus indutus indutus (Thomas, 1910)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	indutus 	indutus	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40267	Mus indutus valschensis (Roberts, 1926)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	indutus 	valschensis	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40268	Mus indutus pretoriae (Roberts, 1926)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	indutus 	pretoriae	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40269	Mus indutus sybilla (Thomas, 1918)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	indutus 	sybilla	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40270	Mus minutoides Smith, 1834		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	minutoides 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40271	Mus minutoides minutoides Smith, 1934		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	minutoides 	minutoides	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40272	Mus minutoides umbratus (Thomas, 1910)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	minutoides 	umbratus	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40273	Mus minutoides marica (Thomas, 1910)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	minutoides 	marica	Infraspecies	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
40274	Mus orangiae (Roberts, 1926)		Animalia	Chordata	Vertebrata	Mammalia	Eutheria	Euarchontaglires	Glires		Rodentia	Myomorpha		Muroidea	Muridae	Murinae		Mus 	orangiae 		Species	http://www.bucknell.edu/msw3/ |http://www.catalogueoflife.org/ |Skinner, J.D., Chimimba, C.T. (2005) The Mammals of the Southern African Subregion Cambridge University Press, Cape Town, South Africa				
