TaxonID	Name	Source Reference	Language	Locality	CountryCode	IsPreferredName	TaxonRemarks
Tringa flavipes	Perna-amarela-pequeno		Portuguese				
Himantopus himantopus	Perna-longa		Portuguese				
Tringa nebularia	Perna-verde-comum		Portuguese				
Tringa stagnatilis	Perna-verde-fino		Portuguese				
Tringa totanus	Perna-vermelha-comum		Portuguese				
Tringa erythropus	Perna-vermelha-escuro		Portuguese				
Podica senegalensis	Pés-de-barbatanas		Portuguese				
Anthus vaalensis	Petinha do Vaal		Portuguese				
Anthus trivialis	Petinha-das-árvores		Portuguese				
Anthus hoeschi	Petinha-das-montanhas		Portuguese				
Anthus crenatus	Petinha-das-rochas		Portuguese				
Anthus similis	Petinha-de-bico-comprido		Portuguese				
Anthus leucophrys	Petinha-de-dorso-liso		Portuguese				
Anthus cervinus	Petinha-de-garganta-ruiva		Portuguese				
Anthus chloris	Petinha-de-peito-amarelo		Portuguese				
Anthus cinnamomeus	Petinha-do-capim		Portuguese				
Anthus caffer	Petinha-do-mato		Portuguese				
Tmetothylacus tenellus	Petinha-dourada		Portuguese				
Anthus lineiventris	Petinha-estriada		Portuguese				
Anthus brachyurus	Petinha-rabicurta		Portuguese				
Buphagus africanus	Pica-bois-de-bico-amarelo		Portuguese				
Buphagus erythrorhynchus	Pica-bois-de-bico-vermelho		Portuguese				
Tchagra tchagra	Picanço-assobiador-austral		Portuguese				
Tchagra australis	Picanço-assobiador-de-coroa-castanha		Portuguese				
Tchagra senegalus	Picanço-assobiador-de-coroa-preta		Portuguese				
Dryoscopus cubla	Picanço-de-almofadinha		Portuguese				
Malaconotus blanchoti	Picanço-de-cabeça-cinzenta		Portuguese				
Eurocephalus anguitimens	Picanço-de-coroa-branca		Portuguese				
Lanius collurio	Picanço-de-dorso-ruivo		Portuguese				
Telophorus sulfureopectus	Picanço-de-peito-laranja		Portuguese				
Telophorus nigrifrons	Picanço-de-testa-preta		Portuguese				
Laniarius ferrugineus	Picanço-ferrugíneo		Portuguese				
Lanius collaris	Picanço-fiscal		Portuguese				
Telophorus olivaceus	Picanço-oliváceo		Portuguese				
Lanius minor	Picanço-pequeno		Portuguese				
Laniarius atrococcineus	Picanço-preto-e-vermelho		Portuguese				
Telophorus viridis	Picanço-quadricolor		Portuguese				
Corvinella melanoleuca	Picanço-rabilongo		Portuguese				
Laniarius aethiopicus	Picanço-tropical		Portuguese				
Campethera bennettii	Pica-pau de Bennett		Portuguese				
Campethera notata	Pica-pau de Knysna		Portuguese				
Dendropicos fuscescens	Pica-pau-cardeal		Portuguese				
Geocolaptes olivaceus	Pica-pau-das-rochas		Portuguese				
Dendropicos namaquus	Pica-pau-de-bigodes		Portuguese				
Dendropicos griseocephalus	Pica-pau-de-cabeça-cinzenta		Portuguese				
Campethera abingoni	Pica-pau-de-rabo-dourado		Portuguese				
Halcyon albiventris	Pica-peixe-de-barrete-castanho		Portuguese				
Halcyon leucocephala	Pica-peixe-de-barrete-cinzento		Portuguese				
Alcedo semitorquata	Pica-peixe-de-colar		Portuguese				
Alcedo cristata	Pica-peixe-de-poupa		Portuguese				
Halcyon senegalensis	Pica-peixe-dos-bosques		Portuguese				
Halcyon senegaloides	Pica-peixe-dos-mangais		Portuguese				
Megaceryle maximus	Pica-peixe-gigante		Portuguese				
Ceryle rudis	Pica-peixe-malhado		Portuguese				
Ispidina picta	Pica-peixe-pigmeu		Portuguese				
Halcyon chelicuti	Pica-peixe-riscado		Portuguese				
Calidris bairdii	Pilrito de Baird		Portuguese				
Calidris fuscicollis	Pilrito de Bonaparte		Portuguese				
Calidris temminckii	Pilrito de Temminck		Portuguese				
Tryngites subruficollis	Pilrito-canela		Portuguese				
Calidris alpina	Pilrito-comum		Portuguese				
Calidris ferruginea	Pilrito-de-bico-comprido		Portuguese				
Limicola falcinellus	Pilrito-de-bico-largo		Portuguese				
Calidris ruficollis	Pilrito-de-nuca-vermelha		Portuguese				
Calidris subminuta	Pilrito-diminuto		Portuguese				
Calidris melanotos	Pilrito-peitoral		Portuguese				
Calidris minuta	Pilrito-pequeno		Portuguese				
Calidris alba	Pilrito-sanderlingo		Portuguese				
Spheniscus magellanicus	Pinguim de Magalhães		Portuguese				
Spheniscus demersus	Pinguim do Cabo		Portuguese				
Eudyptes chrysocome	Pinguim-das-rochas		Portuguese				
Eudyptes chrysolophus	Pinguim-de-tufos-dourados		Portuguese				
Aptenodytes patagonicus	Pinguim-real		Portuguese				
Numida meleagris	Pintada da Guiné		Portuguese				
Guttera edouardi	Pintada-de-crista		Portuguese				
Mandingoa nitidula	Pintadinha-verde		Portuguese				
Hypargos margaritatus	Pintadinho-de-peito-rosado		Portuguese				
Hypargos niveoguttatus	Pintadinho-de-peito-vermelho		Portuguese				
Daption capense	Pintado		Portuguese				
Thalassoica antarctica	Pintado-antárctico		Portuguese				
Pogonocichla stellata	Pisco-estrelado		Portuguese				
Pitta angolensis	Pita de Angola		Portuguese				
Fulmarus glacialoides	Pombalete-meridional		Portuguese				
Columba delegorguei	Pombo de Delegorgue		Portuguese				
Columba arquatrix	Pombo-d'olho-amarelo		Portuguese				
Columba livia	Pombo-doméstico		Portuguese				
Columba guinea	Pombo-malhado		Portuguese				
Treron calvus	Pombo-verde-africano		Portuguese				
Upupa africana	Poupa		Portuguese				
Phragmacia substriata	Prínia da Namaqua		Portuguese				
Prinia flavicans	Prínia-de-colar-preto		Portuguese				
Prinia subflava	Prínia-de-flancos-castanhos		Portuguese				
Prinia maculosa	Prínia-malhada		Portuguese				
Gypaetus barbatus	Quebra-ossos		Portuguese				
Quelea quelea	Quelea-de-bico-vermelho		Portuguese				
Quelea erythrops	Quelea-de-cabeça-vermelha		Portuguese				
Sylvietta rufescens	Rabicurta-de-bico-comprido		Portuguese				
Phaethon lepturus	Rabijunco-de-bico-amarelo		Portuguese				
Phaethon rubricauda	Rabijunco-de-cauda-vermelha		Portuguese				
Phaethon aethereus	Rabijunco-riscado		Portuguese				
Phoenicurus phoenicurus	Rabirruivo-de-testa-branca		Portuguese				
Colius colius	Rabo-de-junco-de-dorso-branco		Portuguese				
Urocolius indicus	Rabo-de-junco-de-faces-vermelhas		Portuguese				
Colius striatus	Rabo-de-junco-de-peito-barrado		Portuguese				
Neafrapus boehmi	Rabo-espinhoso de Böhm		Portuguese				
Telacanthura ussheri	Rabo-espinhoso-malhado		Portuguese				
Apaloderma narina	Republicano		Portuguese				
Streptopelia capicola	Rola do Cabo		Portuguese				
Streptopelia senegalensis	Rola do Senegal		Portuguese				
Aplopelia larvata	Rola-canela		Portuguese				
Turtur afer	Rola-de-manchas-azuis		Portuguese				
Streptopelia semitorquata	Rola-de-olhos-vermelhos		Portuguese				
Turtur tympanistria	Rola-de-papo-branco		Portuguese				
Arenaria interpres	Rola-do-mar		Portuguese				
Turtur chalcospilos	Rola-esmeraldina		Portuguese				
Streptopelia turtur	Rola-europeia		Portuguese				
Streptopelia decipiens	Rola-gemedora		Portuguese				
Oena capensis	Rola-rabilonga		Portuguese				
Coracias spatulatus	Rolieiro-cauda-de-raquete		Portuguese				
Eurystomus glaucurus	Rolieiro-de-bico-amarelo		Portuguese				
Coracias caudatus	Rolieiro-de-peito-lilás		Portuguese				
Coracias naevius	Rolieiro-de-sobrancelhas-brancas		Portuguese				
Coracias garrulus	Rolieiro-europeu		Portuguese				
Cercotrichas paena	Rouxinol-do-mato do Kalahari		Portuguese				
Cercotrichas coryphoeus	Rouxinol-do-mato do Karoo		Portuguese				
Cercotrichas signata	Rouxinol-do-mato-castanho		Portuguese				
Cercotrichas quadrivirgata	Rouxinol-do-mato-de-bigodes		Portuguese				
Cercotrichas leucophrys	Rouxinol-do-mato-estriado		Portuguese				
Acrocephalus griseldis	Rouxinol-dos-caniços do Iraque		Portuguese				
Acrocephalus baeticatus	Rouxinol-dos-caniços-africano		Portuguese				
Acrocephalus arundinaceus	Rouxinol-grande-dos-caniços		Portuguese				
Acrocephalus scirpaceus	Rouxinol-pequeno-dos-caniços		Portuguese				
Acrocephalus gracilirostris	Rouxinol-pequeno-dos-pântanos		Portuguese				
Luscinia luscinia	Rouxinol-russo		Portuguese				
Chaetops aurantius	Saxícola-de-peito-alaranjado		Portuguese				
Chaetops frenatus	Saxícola-do-Cabo		Portuguese				
Sagittarius serpentarius	Secretário		Portuguese				
Polyboroides typus	Secretário-pequeno		Portuguese				
Calidris canutus	Seixoeira		Portuguese				
Bostrychia hagedash	Singanga		Portuguese				
Tadorna cana	Tadorna-africana		Portuguese				
Pluvialis squatarola	Tarambola-cinzenta		Portuguese				
Pluvialis dominica	Tarambola-dourada-americana		Portuguese				
Pluvialis fulva	Tarambola-dourada-siberiana		Portuguese				
Circus pygargus	Tartaranhão-caçador		Portuguese				
Circus ranivorus	Tartaranhão-dos-pântanos		Portuguese				
Circus macrourus	Tartaranhão-pálido		Portuguese				
Circus maurus	Tartaranhão-preto		Portuguese				
Circus aeruginosus	Tartaranhão-ruivo-dos-pauis		Portuguese				
Ploceus capensis	Tecelão do Cabo		Portuguese				
Ploceus subaureus	Tecelão-amarelo		Portuguese				
Ploceus bicolor	Tecelão-das-florestas		Portuguese				
Amblyospiza albifrons	Tecelão-de-bico-grosso		Portuguese				
Bubalornis niger	Tecelão-de-bico-vermelho		Portuguese				
Anaplectes melanotis	Tecelão-de-cabeça-vermelha		Portuguese				
Ploceus xanthopterus	Tecelão-de-garganta-castanha		Portuguese				
Ploceus ocularis	Tecelão-de-lunetas		Portuguese				
Ploceus velatus	Tecelão-de-máscara		Portuguese				
Sporopipes squamifrons	Tecelão-de-testa-malhada		Portuguese				
Ploceus xanthops	Tecelão-dourado		Portuguese				
Ploceus cucullatus	Tecelão-malhado		Portuguese				
Anomalospiza imberbis	Tecelão-parasita		Portuguese				
Plocepasser mahali	Tecelão-pardal		Portuguese				
Ploceus intermedius	Tecelão-pequeno-de-mascarilha		Portuguese				
Philetairus socius	Tecelão-sociável		Portuguese				
Fringilla coelebs	Tentilhão-comum		Portuguese				
Anous stolidus	Tinhosa-grande		Portuguese				
Anous tenuirostris	Tinhosa-pequena		Portuguese				
Turnix sylvaticus	Toirão-comum		Portuguese				
Turnix hottentottus	Toirão-hotentote		Portuguese				
Jynx ruficollis	Torcicolo-de-garganta-castanha		Portuguese				
Turdus libonyanus	Tordo-chicharrio		Portuguese				
Cichladusa arquata	Tordo-das-palmeiras-de-colar		Portuguese				
Zoothera gurneyi	Tordo-da-terra-laranja		Portuguese				
Zoothera guttata	Tordo-da-terra-malhado		Portuguese				
Psophocichla litsitsirupa	Tordo-de-peito-malhado		Portuguese				
Turdus olivaceus	Tordo-oliváceo		Portuguese				
Sylvia atricapilla	Toutinegra-de-barrete-preto		Portuguese				
Tauraco corythaix	Turaco de Knysna		Portuguese				
Tauraco livingstonii	Turaco de Livingstone		Portuguese				
Corythaixoides concolor	Turaco-cinzento		Portuguese				
Gallirex porphyreolophus	Turaco-de-crista-violeta		Portuguese				
Pycnonotus capensis	Tuta do Cabo		Portuguese				
Chlorocichla flaviventris	Tuta-amarela		Portuguese				
Phyllastrephus flavostriatus	Tuta-amarela-estriada		Portuguese				
Phyllastrephus terrestris	Tuta-da-terra		Portuguese				
Pycnonotus nigricans	Tuta-de-olhos-vermelhos		Portuguese				
Nicator gularis	Tuta-malhada		Portuguese				
Pycnonotus tricolor	Tuta-negra		Portuguese				
Andropadus importunus	Tuta-sombria		Portuguese				
Macronyx croceus	Unha-longa-amarelo		Portuguese				
Macronyx capensis	Unha-longa-de-garganta-laranja		Portuguese				
Macronyx ameliae	Unha-longa-vermelho		Portuguese				
Vidua chalybeata	Viúva-azul		Portuguese				
Euplectes albonotatus	Viúva-d'asa-branca		Portuguese				
Euplectes ardens	Viúva-de-colar-vermelho		Portuguese				
Euplectes axillaris	Viúva-de-espáduas-vermelhas		Portuguese				
Vidua obtusa	Viúva-do-paraíso-de-cauda-larga		Portuguese				
Vidua paradisaea	Viúva-do-paraíso-oriental		Portuguese				
Vidua funerea	Viúva-negra		Portuguese				
Vidua purpurascens	Viúva-púrpura		Portuguese				
Euplectes progne	Viúva-rabilonga		Portuguese				
Vidua regia	Viúva-seta		Portuguese				
Vidua macroura	Viuvinha		Portuguese				
Turdoides jardineii	Zaragateiro-castanho		Portuguese				
Turdoides bicolor	Zaragateiro-meridional		Portuguese				
Netta erythrophthalma	Zarro-africano		Portuguese				
Phoeniculus purpureus	Zombeteiro-de-bico-vermelho		Portuguese				
Equus zebra zebra 	Dou		San				
Equus zebra hartmannae	Dou		San				
Diceros bicornis 	Khi		San				
Hyaena brunnea 	Nutsa		San				
Sylvicapra grimmia 	Phurhi		Sepedi				
Hippotragus equinus 	Hlaba-ka-Iela		Sepedi				
Atelerix frontalis 	Hlong		Sepedi				
Cercopithecus pygerythrus 	Kgabo		Sepedi				
Manis temminckii	Kgaga		Sepedi				
Connochaetes taurinus	Kgôkông		Sepedi				
Potomochoerus larvarus 	Kolobê		Sepedi				
Phacochoerus africanus	Kolobê		Sepedi				
Potomochoerus larvarus 	Kolobê-sodi		Sepedi				
Potomochoerus larvarus 	Kolobê-ya-thaba		Sepedi				
Oreotragus oreotragus 	Kololo		Sepedi				
Oreotragus oreotragus 	Kome		Sepedi				
Hippopotamus amphibius 	Kubu		Sepedi				
Cephalophus natalensis 	Kutsoa		Sepedi				
Kobus ellipsiprymnus	Kwêlêkwêlê		Sepedi				
Lycaon pictus 	Lehlaerwa		Sepedi				
Redunca arundinum	Lekwena		Sepedi				
Leptailurus serval 	Lelotswe		Sepedi				
Acinonyx jubatus 	Lengau		Sepedi				
Arctocephalus pusillus 	Lenyedi		Sepedi				
Acinonyx jubatus 	Lepôgô		Sepedi				
Lycaon pictus 	Letaya		Sepedi				
Redunca fulvorufula	Letlabo		Sepedi				
Redunca arundinum	Letlabo		Sepedi				
Redunca arundinum	Letlabu		Sepedi				
Leptailurus serval 	Letlotse		Sepedi				
Diceros bicornis 	Makgale		Sepedi				
Ceratotherium simum 	Mogohu		Sepedi				
Mungos mungo	Moswe		Sepedi				
Mungos mungo	Moswê		Sepedi				
Otocyon megalotis	Motlhose		Sepedi				
Cephalophus natalensis 	Mungulwi		Sepedi				
Syncerus caffer	Nare		Sepedi				
Acinonyx jubatus 	Nkwê-'silo		Sepedi				
Hystrix africaeaustralis 	Noko		Sepedi				
Oryx gazella 	None		Sepedi				
Damaliscus pygargua phillipsi	Nônê		Sepedi				
Sylvicapra grimmia 	Ntsha		Sepedi				
Tragelaphus angasii 	Nyala		Sepedi				
Tragelaphus scriptus	Pabala		Sepedi				
Procavia capensis 	Pela		Sepedi				
Felis silvestris 	Phaga		Sepedi				
Aepyceros melampus 	Phala		Sepedi				
Aepyceros melampus petersi	Phala ya sefahlego se seso		Sepedi				
Hippotragus niger 	Phalafala		Sepedi				
Crocuta crocuta 	Phiri		Sepedi				
Hyaena brunnea 	Phiribjôkwane		Sepedi				
Kobus ellipsiprymnus	Phitlwa		Sepedi				
Taurotragus oryx 	Phofu		Sepedi				
Taurotragus oryx 	Phokhu		Sepedi				
Canis mesomelas 	Phokobjê		Sepedi				
Raphicerus campestris 	Phudufudu		Sepedi				
Canis mesomelas 	Phukubjê		Sepedi				
Sylvicapra grimmia 	Phuri		Sepedi				
Philantomba monticola 	Phuti		Sepedi				
Cynictis penicillata 	Pipi		Sepedi				
Equus zebra hartmannae	Pitse ya naga		Sepedi				
Equus quagga	Pitsi		Sepedi				
Damaliscus pygargua pygargua	Pitsi ya maronthonthwane		Sepedi				
Connochaetes gnou	Podumô		Sepedi				
Raphicerus campestris 	Pudubudu		Sepedi				
Connochaetes gnou	Pudumô		Sepedi				
Canis adustus 	Pukubje		Sepedi				
Xerus inauris	Sehlora		Sepedi				
Paraxerus cepapi 	Sehlora		Sepedi				
Kobus ellipsiprymnus	Sekwêlê		Sepedi				
Hyaena brunnea 	Sephiribjôkwane		Sepedi				
Tragelaphus scriptus	Serôlô		Sepedi				
Proteles cristatus	Sethukhu		Sepedi				
Panthera leo	Tau		Sepedi				
Leptailurus serval 	Tetekgwe		Sepedi				
Hippotragus equinus 	Thaetsi		Sepedi				
Hippotragus equinus 	Thagetsi		Sepedi				
AIcelaphus buselaphus 	Thetele		Sepedi				
Procavia capensis 	Thewbela		Sepedi				
Giraffa camelopordalis	Thitlwa		Sepedi				
Atelerix frontalis 	Thlong		Sepedi				
Procavia capensis 	Thobela		Sepedi				
Tragelaphus strepsiceros 	Thôlô		Sepedi				
Giraffa camelopordalis	Thutlwa		Sepedi				
Loxodonta africana	Tlôu		Sepedi				
Kobus ellipsiprymnus	Tomoga		Sepedi				
Damaliscus lunatus 	Tshêntshêbê		Sepedi				
Antidorcas marsupialis 	Tshêphê		Sepedi				
Genetta genetta 	Tshipa ya dithokolo tse nyenyane		Sepedi				
Genetta tigrina 	Tshipa-thoko		Sepedi				
Tragelaphus scriptus	T'shô'sô		Sepedi				
Ceratotherium simum 	T'shukudu		Sepedi				
Papio hamadryas 	Tshwêne		Sepedi				
Graphiurus platyops	Tsititsiki		Sepedi				
Cercopithecus albogularis 	Tudu		Sepedi				
Kobus ellipsiprymnus	Tumuga		Sepedi				
Lepus capensis 	Unogwaja		Sepedi				
Hyaena brunnea 	Bere		Shona				
Crocuta crocuta 	Bere		Shona				
Redunca arundinum	Bimha		Shona				
Papio hamadryas 	Bveni		Shona				
Streptopelia semitorquata	Bvukutiva		Shona				
Civettictis civetta	Bvungo		Shona				
Pycnonotus tricolor	Bwoto		Shona				
Terathopius ecaudatus	Chapungu		Shona				
Hippotragus equinus 	Chengu		Shona				
Atilax paludinosus 	Chidzvororo		Shona				
Pycnonotus tricolor	Chigwenhure		Shona				
Euplectes orix	Chikenya		Shona				
Corvus capensis	Chikungubaya		Shona				
Gallirex porphyreolophus	Chikurungadovi		Shona				
Lybius torquatus	Chikweguru		Shona				
Otolemur crassicaudatus 	Chimhavira		Shona				
Quelea quelea	Chimokoto		Shona				
Peliperdix coqui	Chimutowatsva		Shona				
Alcedo cristata	Chinderera		Shona				
Galago moholi	Chinhavira		Shona				
Ceryle rudis	Chinyurirahove		Shona				
Ceratotherium simum 	Chipembere		Shona				
Diceros bicornis 	Chipenbere		Shona				
Otus senegalensis	Chipotonho		Shona				
Tchagra senegalus	Chisamaura		Shona				
Mirafra rufocinnamomea	Chitambirmbuya		Shona				
Prionops plumatus	Chiteveravadzimba		Shona				
Trachyphonus vaillantii	Chizuvaguru		Shona				
Alopochen aegyptiaca	Dada		Shona				
Dendrocygna bicolor	Dada		Shona				
Dendrocygna viduata	Dada		Shona				
Thalassornis leuconotus	Dada		Shona				
Anas undulata	Dada		Shona				
Anas smithii	Dada		Shona				
Anas erythrorhyncha	Dada		Shona				
Anas hottentota	Dada		Shona				
Netta erythrophthalma	Dada		Shona				
Caprimulgus pectoralis	Datiwa		Shona				
Caprimulgus tristigma	Datiwa		Shona				
Caprimulgus fossii	Datiwa		Shona				
Caprimulgus rufigena	Datiwa		Shona				
Caprimulgus europaeus	Datiwa		Shona				
Bucorvus leadbeateri	Dendera		Shona				
Kobus ellipsiprymnus	Dhumukwa		Shona				
Acinonyx jubatus 	Dindingwe		Shona				
Scotopelia peli	Dinidza		Shona				
Cercopithecus albogularis 	Dongonda		Shona				
Tragelaphus scriptus	Dsoma		Shona				
Turdoides jardineii	Dywedywe		Shona				
Chalcomitra amethystina	Dzonya		Shona				
Chalcomitra senegalensis	Dzonya		Shona				
Cinnyris venustus	Dzonya		Shona				
Cinnyris talatala	Dzonya		Shona				
Cinnyris bifasciatus	Dzonya		Shona				
Mungos mungo	Dzvoro		Shona				
Ictonyx striatus 	Ehidembo		Shona				
Merops apiaster	Gamanyuchi		Shona				
Bycanistes bucinator	Gangambudzi		Shona				
Coracias garrulus	Gatawa		Shona				
Coracias caudatus	Gatawa		Shona				
Coracias spatulatus	Gatawa		Shona				
Coracias naevius	Gatawa		Shona				
Lophotis ruficrista	Gaundya		Shona				
Canis adustus 	Gava		Shona				
Peliperdix coqui	Gokwe		Shona				
Aquila rapax	Gondo		Shona				
Aquila spilogaster	Gondo		Shona				
Aquila wahlbergi	Gondo		Shona				
Polemaetus bellicosus	Gondo		Shona				
Necrosyrtes monachus	Gora		Shona				
Gyps africanus	Gora		Shona				
Aegypius tracheliotos	Gora		Shona				
Aegypius occipitalis	Gora		Shona				
Pternistis afer	Gorwe		Shona				
Tockus erythrorhynchus	Goto		Shona				
Tockus leucomelas	Goto		Shona				
Tockus alboterminatus	Goto		Shona				
Tockus nasutus	Goto		Shona				
Oriolus larvatus	Gotowa		Shona				
Papio hamadryas 	Gudo		Shona				
Lissotis melanogaster	Guhwi		Shona				
Corvus albus	Gunguwo		Shona				
Pternistis swainsonii	Gwari		Shona				
Burhinus capensis	Gwarimutondo		Shona				
Pternistis swainsonii	Gwarimutondo		Shona				
Poicephalus meyeri	Gwere		Shona				
Pedetes capensis 	Gwidzu		Shona				
Onychognathus morio	Gwitso		Shona				
Manis temminckii	Haka		Shona				
Manis temminckii	Hambakubvu		Shona				
Numida meleagris	Hanga		Shona				
Guttera edouardi	Hangatoni		Shona				
Alopochen aegyptiaca	Hanzi		Shona				
Phoeniculus purpureus	Haya		Shona				
Clamator glandarius	Haya		Shona				
Raphicerus sharpei 	Himba		Shona				
Turdoides jardineii	Hochahocha		Shona				
Campethera bennettii	Hohodza		Shona				
Campethera abingoni	Hohodza		Shona				
Dendropicos fuscescens	Hohodza		Shona				
Dendropicos namaquus	Hohodza		Shona				
Peliperdix coqui	Horgwe		Shona				
Pternistis swainsonii	Horwe		Shona				
Tockus erythrorhynchus	Hoto		Shona				
Tockus leucomelas	Hoto		Shona				
Tockus alboterminatus	Hoto		Shona				
Tockus nasutus	Hoto		Shona				
Galerella sanguinea	Hovo		Shona				
Potomochoerus larvarus 	Humba		Shona				
Canis mesomelas 	Hungubwe		Shona				
Sagittarius serpentarius	Hungwe		Shona				
Haliaeetus vocifer	Hungwe		Shona				
Vanellus senegallus	Hurekure		Shona				
Vanellus coronatus	Hurekure		Shona				
Treron calvus	Huriti		Shona				
Tauraco corythaix	Hurukuru		Shona				
Gallirex porphyreolophus	Hurukuru		Shona				
Coturnix coturnix	Huta		Shona				
Coturnix delegorguei	Huta		Shona				
Coturnix adansonii	Huta		Shona				
Turnix sylvaticus	Huta		Shona				
Turnix hottentottus	Huta		Shona				
Caracal caracal 	Hwang		Shona				
Pternistis afer	Hwari		Shona				
Sagittarius serpentarius	Hwata		Shona				
Poicephalus meyeri	Hwenga		Shona				
Dendroperdix sephaena	Hwerekwere		Shona				
Lamprotornis elisabeth	Hwirigwiri		Shona				
Lamprotornis nitens	Hwirikwiri		Shona				
Lamprotornis chalybaeus	Hwirikwiri		Shona				
Merops apiaster	Hwirogwiro		Shona				
Acinonyx jubatus 	Ihlosi		Shona				
Petronia superciliaris	Inzwa-unzwe		Shona				
Panthera pardus 	Isngwe		Shona				
Ichneumia albicauda 	Jerenyenje		Shona				
Paracynictus selousi 	Jerenyenje		Shona				
Ploceus intermedius	Jesa		Shona				
Ploceus ocularis	Jesa		Shona				
Ploceus xanthops	Jesa		Shona				
Ploceus velatus	Jesa		Shona				
Ploceus cucullatus	Jesa		Shona				
Bugeranus carunculatus	Jowori		Shona				
Cisticola lais	Kadhi-idhi-i		Shona				
Cisticola fulvicapilla	Kadhi-idhi-i		Shona				
Cisticola juncidis	Kadhi-idhi-i		Shona				
Cisticola aridulus	Kadhi-idhi-i		Shona				
Cisticola cinnamomeus	Kadhi-idhi-i		Shona				
Bubulcus ibis	Kafudzamombe		Shona				
Zosterops senegalensis	Kahwarameso		Shona				
Oena capensis	Kanjivamutondo		Shona				
Alcedo cristata	Kanyururahove		Shona				
Uraeginthus angolensis	Kasisi		Shona				
Lophaetus occipitalis	Kondokondo		Shona				
Lanius collaris	Korera		Shona				
Corythaixoides concolor	Kuwe		Shona				
Procavia capensis 	Mbila		Shona				
Heterohyrax brucei 	Mbira		Shona				
Aonyx capensis 	Mbiti		Shona				
Panthera pardus 	Mdaba		Shona				
Aepyceros melampus 	Mhara		Shona				
Hippotragus niger 	Mharapara		Shona				
Sylvicapra grimmia 	Mhembwe		Shona				
Raphicerus campestris 	Mhene		Shona				
Taurotragus oryx 	Mhofu		Shona				
Struthio camelus	Mhou		Shona				
Struthio camelus	Mhowani		Shona				
Lycaon pictus 	Mhumhi		Shona				
Lycaon pictus 	Mhumi		Shona				
Upupa africana	Mhupupu		Shona				
Aplopelia larvata	Mhuputi		Shona				
Pycnonotus tricolor	Mugweture		Shona				
Indicator indicator	Mukaranga		Shona				
Sagittarius serpentarius	Munditi		Shona				
Euplectes ardens	Muswewadepa		Shona				
Turtur chalcospilos	Mutondo		Shona				
Vidua macroura	Mutsetse		Shona				
Emberiza tahapisi	Mvemvere		Shona				
Hippopotamus amphibius 	Mvuu		Shona				
Lamprotornis mevesii	Mwazea		Shona				
Proteles cristatus	Mwena		Shona				
Hippotragus equinus 	Ndunguza		Shona				
AIcelaphus buselaphus 	Ngama		Shona				
Ardeotis kori	Ngomanyuni		Shona				
Connochaetes taurinus	Ngongoni		Shona				
Oreotragus oreotragus 	Ngururu		Shona				
Potomochoerus larvarus 	Nguruve		Shona				
Hippotragus niger 	Ngwarati		Shona				
Hippopotamus amphibius 	Ngwindi		Shona				
Rallus caerulescens	Nhapata		Shona				
Crecopsis egregia	Nhapata		Shona				
Amaurornis  flavirostris	Nhapata		Shona				
Porzana pusilla	Nhapata		Shona				
Porphyrio madagascariensis	Nhapata		Shona				
Porphyrio alleni	Nhapata		Shona				
Gallinula chloropus	Nhapata		Shona				
Gallinula angulata	Nhapata		Shona				
Fulica cristata	Nhapata		Shona				
Diceros bicornis 	Nhema		Shona				
Dicrurus adsimilis	Nhengu		Shona				
Melaenornis pammelaina	Nhengu		Shona				
Dicrurus adsimilis	Nhengure		Shona				
Melaenornis pammelaina	Nhengure		Shona				
Pedetes capensis 	Nhire		Shona				
Felis silvestris 	Nhiriri		Shona				
Oena capensis	Nhondoro		Shona				
Tragelaphus strepsiceros 	Nhoro		Shona				
Phacochoerus africanus	Njiri		Shona				
Streptopelia senegalensis	Njiva		Shona				
Streptopelia capicola	Njiva		Shona				
Turtur chalcospilos	Njiva		Shona				
Damaliscus lunatus 	Nondo		Shona				
Tchagra senegalus	Nyamaburo		Shona				
Vidua obtusa	Nyambubundu		Shona				
Vidua paradisaea	Nyambubundu		Shona				
Tragelaphus angasii 	Nyara		Shona				
Syncerus caffer	Nyati		Shona				
Riparia riparia	Nyenganyenga		Shona				
Riparia paludicola	Nyenganyenga		Shona				
Riparia cincta	Nyenganyenga		Shona				
Pseudhirundo griseopyga	Nyenganyenga		Shona				
Hirundo rustica	Nyenganyenga		Shona				
Hirundo albigularis	Nyenganyenga		Shona				
Hirundo smithii	Nyenganyenga		Shona				
Hirundo dimidiata	Nyenganyenga		Shona				
Hirundo cucullata	Nyenganyenga		Shona				
Hirundo abyssinica	Nyenganyenga		Shona				
Hirundo semirufa	Nyenganyenga		Shona				
Hirundo fuligula	Nyenganyenga		Shona				
Loxodonta africana	Nzou		Shona				
Leptailurus serval 	Nzudzi		Shona				
Lophaetus occipitalis	Pfinye		Shona				
Corythaixoides concolor	Pfunye		Shona				
Sarkidiornis melanotos	Pura		Shona				
Pternistis natalensis	Renge		Shona				
Aquila verreauxii	Rovambira		Shona				
Elanus caeruleus	Rukodzi		Shona				
Kaupifalco monogrammicus	Rukodzi		Shona				
Melierax gabar	Rukodzi		Shona				
Accipiter tachiro	Rukodzi		Shona				
Accipiter badius	Rukodzi		Shona				
Accipiter minullus	Rukodzi		Shona				
Accipiter ovampensis	Rukodzi		Shona				
Accipiter rufiventris	Rukodzi		Shona				
Accipiter melanoleucus	Rukodzi		Shona				
