ref_entity	Taxon	page
Q117188310	Goniostachyum	462
Q117188310	Gontscharovia	239
Q117188310	Goyazia	118
Q117188310	Graderia	415
Q117188310	Gratiola	385
Q117188310	Gratiolaceae	383
Q117188310	Gratioleae	384
Q117188310	Gratiolinae	384
Q117188310	Gratioloideae	383
Q117188310	Gynocraterium	428
Q117188310	Gyrocheilos	142
Q117188310	Gyrogyne	128
Q117188310	Haberlea	132
Q117188310	Haenianthus	303
Q117188310	Halleria	427
Q117188310	Hancea	256
Q117188310	Hanceola	256
Q117188310	Hanceoleae	256
Q117188310	Hanceolinae	256
Q117188310	Haplolophium	28
Q117188310	Haplophragma	17
Q117188310	Haplostachys	224
Q117188310	Harlanlewisia	211
Q117188310	Harmsiella	227
Q117188310	Harpagophytum	319
Q117188310	H. procumbens	308
Q117188310	H. sect. Uncarina	318
Q117188310	H. zeyheri	308
Q117188310	Hartliella	393
Q117188310	Harveya	408
Q117188310	Hassleropsis	363
Q117188310	Hatschbachia	411
Q117188310	Haumaniastrum	263
Q117188310	Haussmannia	19
Q117188310	Hebe	398
Q117188310	Hebenstretia	372
Q117188310	H. angolensis	361
Q117188310	Hebenstretiaceae	367
Q117188310	Hedbergia	421
Q117188310	H. abyssinica	421
Q117188310	Hedeoma	243
Q117188310	H. sect. Eriothymus	246
Q117188310	H. sect. Poliomintha	244
Q117188310	Heliohebe	398
Q117188310	Hemiandra	207
Q117188310	Hemianthus	402
Q117188310	Hemiarrhena	392
Q117188310	Hemiboea	144
Q117188310	Hemiboeopsis	144
Q117188310	Hemichaena	404
Q117188310	Hemigenia	208
Q117188310	Hemimerideae	363
Q117188310	Hemimeris	364
Q117188310	Hemiphora	205
Q117188310	Hemiphragma	400
Q117188310	H. heterophyllum	340
Q117188310	Hemiphragmeae	400
Q117188310	Hemisiphonia	402
Q117188310	Hemisodon	227
Q117188310	Hemizygia	260
Q117188310	Henckelia	146
Q117188310	H. browniana	103
Q117188310	H. caerulea	100
Q117188310	H. geitleri	100
Q117188310	H. hispida	100
Q117188310	H. malayana	99
Q117188310	H. puncticulata	103
Q117188310	Heppiella	118
Q117188310	Herpestis	384
Q117188310	Hesperelaea	303
Q117188310	Hesperozygis	245
Q117188310	Heteranthia	428
Q117188310	Heterolamium	253
Q117188310	Heterophragma	18
Q117188310	Hexatheca	145
Q117188310	Hieris	23
Q117188310	Hiernia	415
Q117188310	Hierobotana	461
Q117188310	Hippuridaceae	163
Q117188310	Hippuris	165
Q117188310	H. vulgaris	164
Q117188310	Hoehnea	245
Q117188310	Holmgrenanthe	382
Q117188310	Holmskioldia	210
Q117188310	Holocheila	269
Q117188310	Holoregima	287
Q117188310	Holostylon	264
Q117188310	Holubia	319
Q117188310	Holzneria	378
Q117188310	Homalocheilos	256
Q117188310	Horminum	249
Q117188310	Horsﬁeldia	129
Q117188310	Hosea	200
Q117188310	Hoseanthus	200
Q117188310	Hoslundia	261
Q117188310	Hovanella	134
Q117188310	Howeliella	380
Q117188310	Hueblia	378
Q117188310	Huxleya	199
Q117188310	Hydrotriche	386
Q117188310	Hydrotrida	384
Q117188310	Hymenocrater	250
Q117188310	Hymenopyramis	268
Q117188310	Hyobanche	408
Q117188310	Hyobancheae	408
Q117188310	Hypenia	258
Q117188310	Hypocyrta	125
Q117188310	Hypogomphia	218
Q117188310	Hyptidendron	257
Q117188310	Hyptidinae	257
Q117188310	Hyptis	258
Q117188310	H. sect. Buddleioides	257
Q117188310	H. sect. Hypenia	258
Q117188310	H. sect. Umbellaria	257
Q117188310	Hyssopus	237
Q117188310	Ibicella	288
Q117188310	I. lutea	285
Q117188310	Iboza	265
Q117188310	Icomum	266
Q117188310	Ildefonsia	384
Q117188310	Ilysanthes	392
Q117188310	Incarvillea	18
Q117188310	Isaloa	428
Q117188310	Isanthera	131
Q117188310	Isanthus	203
Q117188310	Isinia	255
Q117188310	Isodictyophorus	264
Q117188310	Isodon	256
Q117188310	Isoleucas	227
Q117188310	Isoloma	116
Q117188310	Isometrum	136
Q117188310	Isoplexis	395
Q117188310	Ixianthes	427
Q117188310	Jacaranda	18
Q117188310	Jamesbrittenia	368
Q117188310	Jancaea	132
Q117188310	Jankaea	132
Q117188310	Jasminaceae	296
Q117188310	Jasmineae	301
Q117188310	Jasminum	301
Q117188310	Jerdonia	150
Q117188310	Johowia	241
Q117188310	Josephinia	320
Q117188310	Jovellana	373
Q117188310	Junellia	
Q117188310	J. arequipense	450
Q117188310	Kaisupeea	148
Q117188310	Kalaharia	199
Q117188310	Karomia	198
Q117188310	Kashmiria	396
Q117188310	Keckia	375
Q117188310	Keckiella	375
Q117188310	Keiskea	229
Q117188310	Keithia	245
Q117188310	K. sect. Eriothymus	246
Q117188310	K. sect. Rhabdocaulon	245
Q117188310	Kickxia	379
Q117188310	Kigelianthe	17
Q117188310	Kigelia	36
Q117188310	K. africana	35
Q117188310	Kinostemon	201
Q117188310	Klanderia	208
Q117188310	Klugia	128
Q117188310	Koellia	248
Q117188310	Koellikeria	115
Q117188310	Kogelbergia	438
Q117188310	K. verticillata	434
Q117188310	Kohleria	116
Q117188310	K. allenii	101
Q117188310	K. bogotensis	101
Q117188310	K. sect. Moussonia	117
Q117188310	Kokonoria	399
Q117188310	Kopsiopsis	408
Q117188310	Kudrjaschevia	250
Q117188310	Kurzamra	242
Q117188310	Labiatae	167
Q117188310	Lachnocephalus	206
Q117188310	Lachnopylis	438
Q117188310	Lachnostachys	206
Q117188310	Ladanum	221
Q117188310	Lafuentea	396
Q117188310	L. rotundifolia	395
Q117188310	Lagarosolen	137
Q117188310	Lagochilopsis	225
Q117188310	Lagochilus	225
Q117188310	Lagopsis	222
Q117188310	Lagotis	399
Q117188310	Lallemantia	252
Q117188310	Lamiaceae	167
Q117188310	Lamiastrum	220
Q117188310	Lamiodendron	18
Q117188310	Lamioideae	211
Q117188310	Lamiophlomis	221
Q117188310	Lamium	220
Q117188310	L. maculatum	175
Q117188310	Lamourouxia	407
Q117188310	Lampadaria	126
Q117188310	Lampaya	463
Q117188310	Lancea	404
Q117188310	Lantana	461
Q117188310	Lantaneae	461
Q117188310	Lasiocorys	227
Q117188310	Lathraea	426
Q117188310	Lavandula	255
Q117188310	Lavandulinae	255
Q117188310	Legazpia	391
Q117188310	Legocia	409
Q117188310	Leiostemon	376
Q117188310	Lembocarpus	126
Q117188310	Lenbrassia	110
Q117188310	Lendneria	389
Q117188310	Lentibulariaceae	276
Q117188310	Leocus	266
Q117188310	Leonohebe	398
Q117188310	Leonotis	227
Q117188310	Leonuroides	223
Q117188310	Leonurus	223
Q117188310	L. cardiaca	175
Q117188310	Lepadanthus	147
Q117188310	Lepechinia	236
Q117188310	Lepidostemon	375
Q117188310	Leptamnium	410
Q117188310	Leptoboea	130
Q117188310	Leptorhabdos	412
Q117188310	Lesquereuxia	419
Q117188310	Leucas	227
Q117188310	Leucocalantha	28
Q117188310	Leucocarpeae	404
Q117188310	Leucocarpus	404
Q117188310	Leucophae	224
Q117188310	Leucophylleae	366
Q117188310	Leucophyllum	366
Q117188310	Leucosalpa	418
Q117188310	Leucosceptrum	216
Q117188310	Leucospora	390
Q117188310	Levya	27
Q117188310	Lietzia	120
Q117188310	Ligustrinae	302
Q117188310	Ligustrum	302
Q117188310	L. vulgare	297
Q117188310	Limniboza	263
Q117188310	Limnophila	386
Q117188310	Limosella	387
Q117188310	Limosellaceae	387
Q117188310	Limoselleae	387
Q117188310	Linaria	380
Q117188310	L. sect. Microrrhinum	378
Q117188310	Linariaceae	377
Q117188310	Linariopsis	320
Q117188310	Lindenbergia	387
Q117188310	Lindernia	392
Q117188310	L. crustacea	340
Q117188310	L. philcoxii	388
Q117188310	Lindernieae	390
Q117188310	Linderniinae	390
Q117188310	Linnaeopsis	133
Q117188310	Linociera	303
Q117188310	Lippia	462
Q117188310	L. sect. Aloysia	462
Q117188310	Lithophytum	332
Q117188310	Littorella	328
Q117188310	Lophanthus	250
Q117188310	Lophospermum	382
Q117188310	Loxocalyx	219
Q117188310	Loxocarpus	146
Q117188310	L. incanus	103
Q117188310	Loxonia	128
Q117188310	Loxostigma	140
Q117188310	Lundia	29
Q117188310	Lychnidea	368
Q117188310	Lycopus	237
Q117188310	Lyperia	368
Q117188310	Lysionotus	140
Q117188310	Lytanthus	161
Q117188310	Mabrya	382
Q117188310	Macbridea	218
Q117188310	Macfadyena	29
Q117188310	Macranthera	406
Q117188310	Macranthisiphon	29
Q117188310	Macrodiscus	27
Q117188310	Macrosyringion	422
Q117188310	Madlabium	264
Q117188310	Madronella	247
Q117188310	Maeviella	384
Q117188310	Magdalenaea	411
Q117188310	Majorana	238
Q117188310	Mallophora	206
Q117188310	Manaosella	29
Q117188310	Mansoa	29
Q117188310	Markhamia	18
Q117188310	Mannagettaea	409
Q117188310	Manulea	368
Q117188310	Manuleae	367
Q117188310	Manuleopsis	367
Q117188310	Marmoritis	251
Q117188310	Marrubium	226
Q117188310	M. supinum	175
Q117188310	Marsypianthes	258
Q117188310	Marsypianthus	258
Q117188310	Martinella	30
Q117188310	Martynia	287
Q117188310	M. annua	284
Q117188310	Martyniaceae	283
Q117188310	Matsumurella	220
Q117188310	Maurandella	381
Q117188310	Maurandya	381
Q117188310	Mayodendron	20
Q117188310	Mazus	404
Q117188310	Mecardonia	385
Q117188310	Meehania	251
Q117188310	Meehaniopsis	252
Q117188310	Melampyraceae	421
Q117188310	Melampyrum	425
Q117188310	Melanospermum	368
Q117188310	Melasma	411
Q117188310	Melissa	253
Q117188310	Melittis	219
Q117188310	Melloa	30
Q117188310	Melosmon	201
Q117188310	Melosperma	394
Q117188310	Melospermeae	394
Q117188310	Memora	30
Q117188310	Menodora	301
Q117188310	Mentha	237
Q117188310	Mentheae	230
Q117188310	Menthinae	237
Q117188310	Meriandra	235
Q117188310	Mesona	263
Q117188310	Mesophaerum	258
Q117188310	Metabriggsia	142
Q117188310	Metapetrocosmea	137
Q117188310	Metastachydium	226
Q117188310	Metastachys	226
Q117188310	Micheliella	229
Q117188310	Micraeschynanthus	145
Q117188310	Micranthemum	402
Q117188310	Micrargeria	412
Q117188310	Micrargerieae	412
Q117188310	Micrargeriella	413
Q117188310	Microcarpaea	402
Q117188310	Microcarpeae	402
Q117188310	Microcorys	208
Q117188310	M. exserta	175
Q117188310	Microdon	370
Q117188310	Micromeria	240
Q117188310	Microrrhinum	378
Q117188310	Microtoena	221
Q117188310	Millingtonia	23
Q117188310	Mimetanthe	405
Q117188310	Mimuleae	404
Q117188310	Mimulicalyx	405
Q117188310	Mimulus	405
Q117188310	Minthostachys	241
Q117188310	Miquelia	128
Q117188310	Misopates	378
Q117188310	Mitraria	111
Q117188310	Mohavea	381
Q117188310	Moldavica	252
Q117188310	Moluccella	227
Q117188310	Monarda	248
Q117188310	Monardella	247
Q117188310	Moniera	384
Q117188310	Monocardia	384
Q117188310	Monochasma	419
Q117188310	Monochilus	198
Q117188310	Monopera	383
Q117188310	Monophyllaea	129
Q117188310	M. hendersonii	97
Q117188310	M. horsﬁeldii	97
Q117188310	Monopyle	115
Q117188310	Monopyrena	460
Q117188310	Monttea	394
Q117188310	Morgania	389
Q117188310	Moschosminae	259
Q117188310	Mosheovia	362
Q117188310	Mosla	230
Q117188310	Moultonia	129
Q117188310	Moussonia	117
Q117188310	Mussatia	30
Q117188310	Mylanche	410
Q117188310	Myoporaceae	289
Q117188310	Myoporum	291
Q117188310	Myxopyreae	304
Q117188310	Myxopyrum	304
Q117188310	Namation	428
Q117188310	Nanorrhinum	379
Q117188310	Napeantheae	114
Q117188310	Napeanthus	114
Q117188310	Nashia	462
Q117188310	Nathaliella	362
Q117188310	Nautilocalyx	121
Q117188310	Nautochilus	260
Q117188310	Necranthus	410
Q117188310	Negria	111
Q117188310	Nematanthus	125
Q117188310	N. australis	102
Q117188310	N. fornix	102
Q117188310	N. fritschii	101
Q117188310	N. hirtellus	102
Q117188310	N. strigillosus	101
Q117188310	N. wettsteinii	102
Q117188310	Nemesia	364
Q117188310	Nemia	368
Q117188310	Neoeplingia	244
Q117188310	Neogaerrhinum	380
Q117188310	Neohyptis	264
Q117188310	Neojobertia	31
Q117188310	Neomortonia	124
Q117188310	Neomuellera	264
Q117188310	Neopicrorhiza	396
Q117188310	Neorapinia	195
Q117188310	Neosepicaea	19
Q117188310	Neosparton	461
Q117188310	Neotuerkheimia	37
Q117188310	Neozenkerina	428
Q117188310	Nepeta	250
Q117188310	Nepetinae	250
Q117188310	Nepetoideae	228
Q117188310	Nesogenaceae	293
Q117188310	Nesogenes	295
Q117188310	N. decumbens	294
Q117188310	Nestegis	304
Q117188310	Nestoria	32
Q117188310	Neustruevia	222
Q117188310	Newbouldia	19
Q117188310	Newcastelia	206
Q117188310	Nicodemia	43
Q117188310	Niphaea	117
Q117188310	N. oblonga	100
Q117188310	Nodonema	134
Q117188310	Noronhia	303
Q117188310	Nosema	263
Q117188310	Notelaea	303
Q117188310	Nothobartsia	423
Q117188310	Nothochelone	375
Q117188310	Nothochilus	412
Q117188310	Notochaete	222
Q117188310	Nutallanthus	380
Q117188310	Nuxia	438
Q117188310	Nyctanthaceae	296
Q117188310	Nyctanthes	304
Q117188310	Nycterinia	369
Q117188310	Nyctocalos	23
Q117188310	Obtegomeria	242
Q117188310	Ocimeae	253
Q117188310	Ociminae	259
Q117188310	Ocimum	260
Q117188310	O. americanum	254
Q117188310	O. basilicum	175
Q117188310	O. sect. Hemizygia	260
Q117188310	O. transamazonicum	175
Q117188310	O. urticifolium	175
Q117188310	Octomeron	263
Q117188310	Odicardis	398
Q117188310	Odontitella	422
Q117188310	Odontites	422
Q117188310	Oerstedina	124
Q117188310	Oftia	365
Q117188310	Oftiaceae	365
Q117188310	Olea	303
Q117188310	Oleaceae	296
Q117188310	Oleeae	301
Q117188310	Oleinae	302
Q117188310	Oligopholis	409
Q117188310	Oligospermum	398
Q117188310	Omania	387
Q117188310	Ombrocharis	269
Q117188310	Omphalotrix	423
Q117188310	Oncinocalyx	200
Q117188310	Ophiocephalus	420
Q117188310	Ophiocolea	36
Q117188310	Opithandra	138
Q117188310	Orchadocarpa	146
Q117188310	Oreocharis	135
Q117188310	Oreosolen	362
Q117188310	Oreosoleninae	362
Q117188310	Origanum	238
Q117188310	Ornithoboea	147
Q117188310	Ornus	302
Q117188310	Orobanchaceae	405
Q117188310	Orobanche	410
Q117188310	O. sect. Kopsiopsis	408
Q117188310	Orobancheae	408
Q117188310	Orobanchia	125
Q117188310	Oroxyleae	23
Q117188310	Oroxylum	23
Q117188310	Orthantella	422
Q117188310	Orthocarpus	420
Q117188310	O. purpurascens	424
Q117188310	Orthodon	230
Q117188310	Ortholoma	123
Q117188310	Orthosiphon	261
Q117188310	O. sect. Catoferia	262
Q117188310	O. sect. Diffusi	262
Q117188310	O. subg. Nautochilus	260
Q117188310	O. sect. Serrati	260
Q117188310	Orvala	220
Q117188310	Oshimella	129
Q117188310	Osmanthus	304
Q117188310	Otacanthus	388
Q117188310	Otophylla	406
Q117188310	Otostegia	227
Q117188310	Ourisia	401
Q117188310	Ourisianthus	390
Q117188310	Oxera	200
Q117188310	Oxychlamys	145
Q117188310	Pachyptera	29
Q117188310	Paederota	398
Q117188310	Paederotella	398
Q117188310	Pagesia	385
Q117188310	Pajanelia	19
Q117188310	Paliavana	120
Q117188310	P. prasinata	101
Q117188310	P. tenuiﬂora	100
Q117188310	Pandorea	19
Q117188310	Panzeria	223
Q117188310	Panzerina	223
Q117188310	Parabignonia	31
Q117188310	Paraboea	147
Q117188310	Paracolea	37
Q117188310	Paradrymonia	121
Q117188310	Paraeremostachys	222
Q117188310	Paragonia	31
Q117188310	P. pyramidata	31
Q117188310	Paraharveya	408
Q117188310	Parahebe	399
Q117188310	Paraisometrum	136
Q117188310	Parakohleria	116
Q117188310	Paralamium	217
Q117188310	Paraphlomis	221
Q117188310	Parasopubia	414
Q117188310	Parastriga	416
Q117188310	Paratecoma	19
Q117188310	Paravitex	195
Q117188310	Parentucellia	424
Q117188310	Parmentiera	38
Q117188310	Parodianthus	465
Q117188310	Pauldopia	19
Q117188310	Paulownia	374
Q117188310	P. fargesii	401
Q117188310	P. tomentosa	340
Q117188310	Paulowniaceae	374
Q117188310	Paulownieae	374
Q117188310	Paulseniella	229
Q117188310	Pearcea	116
Q117188310	Pedaliaceae	307
Q117188310	Pedalieae	318
Q117188310	Pedaliodiscus	319
Q117188310	Pedaliophyton	319
Q117188310	Pedalium	319
Q117188310	Pedicularidaceae	405
Q117188310	Pedicularideae	421
Q117188310	Pedicularis	424
Q117188310	P. palustris	340
Q117188310	P. sceptrum-carolinum	424
Q117188310	Peliostomum	367
Q117188310	Peltodon	259
Q117188310	Pennellianthus	376
Q117188310	Penstemon	376
Q117188310	Penstemonopsis	375
Q117188310	Pentadenia	123
Q117188310	Pentapleura	239
Q117188310	Pentarhaphia	119
Q117188310	Peplidium	402
Q117188310	Perantha	135
Q117188310	Perianthomega	20
Q117188310	Periarrabidaea	31
Q117188310	Perichlaena	20
Q117188310	Perilla	230
Q117188310	Perillula	229
Q117188310	Perilomia	211
Q117188310	Peronema	268
Q117188310	Perovskia	235
Q117188310	Perowskia	235
Q117188310	Perrierastrum	264
Q117188310	Petitia	194
Q117188310	Petitmenginia	414
Q117188310	Petraeovitex	268
Q117188310	Petrea	464
Q117188310	Petreeae	464
Q117188310	Petrocodon	137
Q117188310	Petrocosmea	136
Q117188310	P. kerrii	100
Q117188310	Petrodoxa	141
Q117188310	Phacellanthus	410
Q117188310	Phaedranthus	27
Q117188310	Pheidonocarpa	119
Q117188310	Phelipaea	409
Q117188310	Phelypaea	409
Q117188310	Phelypaeaceae	408
Q117188310	Philcoxia	387
Q117188310	Phillyrea	303
Q117188310	Phinaea	118
Q117188310	P. multiﬂora	102
Q117188310	Phlomidoschema	223
Q117188310	Phlomis	221
Q117188310	P. sect. Leonotis	227
Q117188310	P. sect. Paraphlomis	221
Q117188310	Phlomoides	221
Q117188310	Phryganocydia	32
Q117188310	Phryma	325
Q117188310	P. leptostachya	324
Q117188310	Phrymaceae	323
Q117188310	Phteirospermum	423
Q117188310	Phygelius	366
Q117188310	Phyla	462
Q117188310	Phyllarthron	36
Q117188310	Phylloboea	143
Q117188310	Phylloctenium	37
Q117188310	Phyllophyton	251
Q117188310	Phyllopodium	369
Q117188310	Phyllostegia	224
Q117188310	P. sect. Haplostachys	224
Q117188310	Physocalyx	412
Q117188310	Physoleucas	227
Q117188310	Physopsis	206
Q117188310	Physostegia	219
Q117188310	Picconia	303
Q117188310	Picria	391
Q117188310	Picrorhiza	396
Q117188310	Pierranthus	391
Q117188310	Piloblephis	246
Q117188310	Pinguicula	280
Q117188310	Pinguiculaceae	276
Q117188310	Piriadacus	32
Q117188310	Pitardia	250
Q117188310	Pithecoctenium	32
Q117188310	Pitraea	464
Q117188310	Pityrodia	207
Q117188310	P. sect. Brachysolenia	207
Q117188310	P. terminalis	204
Q117188310	Plantaginaceae	327
Q117188310	Plantago	328
Q117188310	P. lanceolata	328
Q117188310	Platostoma	263
Q117188310	Platyadenia	146
Q117188310	Platypholis	410
Q117188310	Platystemma	131
Q117188310	Plectranthastrum	267
Q117188310	Plectranthinae	263
Q117188310	Plectranthus	264
Q117188310	P. sect. Amethystoides	256
Q117188310	P. sect. Isodon	256
Q117188310	P. sect. Melissoides	256
Q117188310	P. sect. Pyramidatum	256
Q117188310	Pleonotoma	32
Q117188310	Plocosperma	332
Q117188310	P. buxifolium	331
Q117188310	Plocospermataceae	330
Q117188310	Poarium	389
Q117188310	Podranea	20
Q117188310	Pogogyne	244
Q117188310	Pogonanthera	221
Q117188310	Pogonorrhinum	379
Q117188310	Pogostemon	214
Q117188310	Pogostemonoideae	211
Q117188310	Polakia	235
Q117188310	Polichia	220
Q117188310	Poliomintha	244
Q117188310	Polycarena	369
Q117188310	Polypremum	443
Q117188310	P. procumbens	442
Q117188310	Porodittia	373
Q117188310	Poskea	161
Q117188310	P. socotrana	160
Q117188310	Potamoganos	32
Q117188310	Prasioideae	211
Q117188310	Prasium	224
Q117188310	Premna	207
Q117188310	Preslia	237
Q117188310	Pretrea	320
Q117188310	Pretreothamnus	320
Q117188310	Primulina	142
Q117188310	Priogymnanthus	304
Q117188310	Priva	464
Q117188310	P. bahiensis	453
Q117188310	P. boliviana	451
Q117188310	Priveae	464
Q117188310	Proboscidea	288
Q117188310	P. altheaefolia	284
Q117188310	P. sect. Ibicella	288
Q117188310	P. lousianica	285
Q117188310	Prostanthera	208
Q117188310	Prostanthereae	207
Q117188310	Prostantheroideae	204
Q117188310	Protocyrtandra	149
Q117188310	Prunella	249
Q117188310	Prunellopsis	249
Q117188310	Psammetes	403
Q117188310	Pseudobartsia	424
Q117188310	Pseudocalymna	29
Q117188310	Pseudocarpidium	196
Q117188310	Pseudocaryopteris	202
Q117188310	Pseudocatalpa	33
Q117188310	Pseudochamaesphacos	269
Q117188310	Pseudochirita	143
Q117188310	Pseudocimum	262
Q117188310	Pseudocunila	243
Q117188310	Pseudoeremostachys	226
Q117188310	Pseudolophanthus	251
Q117188310	Pseudolysimachion	398
Q117188310	Pseudomarrubium	222
Q117188310	Pseudomelasma	411
Q117188310	Pseudorobanche	411
Q117188310	Pseudorontium	381
Q117188310	Pseudoselago	371
Q117188310	Pseudosopubia	414
Q117188310	Pseudostriga	416
Q117188310	Psyllium	328
Q117188310	Pterobesleria	112
Q117188310	Pterodiscus	318
Q117188310	Pterostigma	387
Q117188310	Pterygiella	423
Q117188310	Pulegium	237
Q117188310	Puntia	262
Q117188310	Pycnanthemum	248
Q117188310	Pycnolachne	206
Q117188310	Pycnosphace	235
Q117188310	Pycnostachys	267
Q117188310	Pycnothymus	246
Q117188310	Pygmaea	399
Q117188310	Pygmaeopremna	194
Q117188310	Pyrostegia	33
Q117188310	Quoya	207
Q117188310	Rabdosia	256
Q117188310	Rabdosiella	264
Q117188310	Radamaea	417
Q117188310	R. perrieri	417
Q117188310	Radermachera	20
Q117188310	Ramona	235
Q117188310	Ramonda	132
Q117188310	R. myconi	99
Q117188310	Ranopisoa	365
Q117188310	Raphiocarpus	140
Q117188310	Rechsteineria	120
Q117188310	Recordia	467
Q117188310	Rehdera	466
Q117188310	Rehmannia	426
Q117188310	Rehmannieae	426
Q117188310	Reldia	113
Q117188310	Renschia	210
Q117188310	Resia	113
Q117188310	Retzia	439
Q117188310	Retziaceae	433
Q117188310	Reyemia	370
Q117188310	Rhabdocaulon	245
Q117188310	Rhabdothamnopsis	147
Q117188310	Rhabdothamnus	111
Q117188310	Rhabdotosperma	361
Q117188310	R. brevipedicellata	361
Q117188310	Rhamphicarpa	417
Q117188310	R. ﬁstulosa	413
Q117188310	Rhaphiodon	259
Q117188310	Rhaphispermum	417
Q117188310	Rhaphithamnus	466
Q117188310	Rhigozum	20
Q117188310	Rhinanthaceae	405
Q117188310	Rhinantheae	421
Q117188310	Rhinanthoideae	405
Q117188310	Rhinanthus	425
Q117188310	Rhodochiton	382
Q117188310	Rhodocolea	37
Q117188310	Rhododon	243
Q117188310	Rhoogeton	126
Q117188310	Rhynchocorys	425
Q117188310	Rhynchoglossum	127
Q117188310	R. gardneri	100
Q117188310	Rhynchotechum	131
Q117188310	Rhytidophyllum	119
Q117188310	Ridleyandra	144
Q117188310	R. morganii	100
Q117188310	R. porphyrantha	103
Q117188310	Riedelia	461
Q117188310	Roentgenia	33
Q117188310	Roettlera	134
Q117188310	Rogeria	318
Q117188310	Romeroa	20
Q117188310	Rosmarinus	236
Q117188310	Rostrinucula	216
Q117188310	Rotheca	198
Q117188310	Roylea	225
Q117188310	Rubiteucris	202
Q117188310	Rufodorsia	124
Q117188310	Russelia	364
Q117188310	Russelieae	364
Q117188310	Sabaudia	255
Q117188310	Saccanthus	363
Q117188310	Saccocalyx	240
Q117188310	Saintpaulia	133
Q117188310	S. ionantha	100
Q117188310	Sairocarpus	380
Q117188310	Salazaria	211
Q117188310	Saldhanhaea	27
Q117188310	Salvia	235
Q117188310	Salviastrum	235
Q117188310	Salviinae	234
Q117188310	Sanango	149
Q117188310	Sanhilaria	31
Q117188310	Santisukia	21
Q117188310	Saritaea	33
Q117188310	Sarmienta	111
Q117188310	Satureja	239
Q117188310	Schistanthe	363
Q117188310	Schistolobos	138
Q117188310	Schistophragma	390
Q117188310	Schizoboea	134
Q117188310	Schizonepeta	253
Q117188310	Schizopremna	199
Q117188310	Schizopsis	34
Q117188310	Schizosepala	390
Q117188310	Schizotorenia	391
Q117188310	Schlegelia	372
Q117188310	Schlegeliaceae	372
Q117188310	Schlegelieae	372
Q117188310	Schnabelia	202
Q117188310	Schraderia	235
Q117188310	Schrebera	302
Q117188310	Schreberinae	302
Q117188310	Schwalbea	418
Q117188310	Schweinfurthia	378
Q117188310	S. pterosperma	377
Q117188310	Scolophyllum	392
Q117188310	Scoparia	385
Q117188310	Scrophella	397
Q117188310	Scrophularia	362
Q117188310	S. auriculata	361
Q117188310	Scrophulariaceae	333
Q117188310	Scrophularieae	362
Q117188310	Scrophulariinae	362
Q117188310	Scutellaria	211
Q117188310	S. altissima	209
Q117188310	Scutellarioideae	209
Q117188310	Seemannia	114
Q117188310	Selaginaceae	367
Q117188310	Selagineae	367
Q117188310	Selago	371
Q117188310	Senyumia	148
Q117188310	Sepikea	149
Q117188310	Sesameae	319
Q117188310	Sesamopteris	320
Q117188310	Sesamothamneae	318
Q117188310	Sesamothamnus	318
Q117188310	Sesamum	320
Q117188310	Seymeria	407
Q117188310	Seymeriopsis	407
Q117188310	Shiuyinghua	374
Q117188310	Sibthorpia	400
Q117188310	Sibthorpiaceae	400
Q117188310	Sibthorpieae	400
Q117188310	Sideritis	224
Q117188310	S. candicans	175
Q117188310	Sieversandreas	414
Q117188310	Sigmatosiphon	318
Q117188310	Silvia	407
Q117188310	Silvianthus	58
Q117188310	S. bracteatus	58
Q117188310	Silviella	407
Q117188310	Simsimum	320
Q117188310	Sinningia	120
Q117188310	S. brasiliensis	101
Q117188310	S. elatior	102
Q117188310	S. leucotricha	98
Q117188310	S. lineata	74
Q117188310	S. macropoda	101
Q117188310	S. pusilla	100
Q117188310	S. tubiﬂora	100
Q117188310	Sinningieae	119
Q117188310	Sinobacopa	384
Q117188310	Sinoboea	147
Q117188310	Sinopogonanthera	221
Q117188310	Siphocolea	21
Q117188310	Siphocranion	256
Q117188310	Siphonanthus	199
Q117188310	Siphonostegia	419
Q117188310	Skapanthus	256
Q117188310	Skottsbergiella	241
Q117188310	Slackia	141
Q117188310	Smithiantha	117
Q117188310	Solenophora	117
Q117188310	S. calycosa	102
Q117188310	Solenostemon	264
Q117188310	Soliera	242
Q117188310	Sophronanthe	385
Q117188310	Sopubia	413
Q117188310	Sopubiinae	413
Q117188310	Sparattosperma	21
Q117188310	Spartothamnella	200
Q117188310	Spartothamnus	200
Q117188310	Spathicalyx	33
Q117188310	Spathodea	21
Q117188310	Spelaeanthus	148
Q117188310	Sphacele	236
Q117188310	Sphenandra	368
Q117188310	Sphenodesme	192
Q117188310	S. mollis	192
Q117188310	Sphingiphila	33
Q117188310	S. tetramera	10
Q117188310	Spirostegia	426
Q117188310	Spirotecoma	21
Q117188310	Sporledera	320
Q117188310	Stachydeoma	243
Q117188310	Stachyoideae	211
Q117188310	Stachyopsis	225
Q117188310	Stachys	223
Q117188310	S. alpina	212
Q117188310	S. hypoleuca	175
Q117188310	Stachytarpheta	463
Q117188310	S. integrifolia	453
Q117188310	Stauranthera	128
Q117188310	Staurophragma	361
Q117188310	Stellularia	415
Q117188310	Stemodiacra	386
Q117188310	Stemodia	389
Q117188310	S. serrata	388
Q117188310	Stemodieae	387
Q117188310	Stemodiopsis	390
Q117188310	S. ruandensis	388
Q117188310	Stemotria	373
Q117188310	Stenogyne	225
Q117188310	Stereospermum	21
