taxonID	furtherInformationURL	parentNameUsageID	scientificName	higherClassification	EOLid
6e98500315eeacdf71747e631111a344	http://www.protisten.de/gallery-ALL/2235-Spirotaenia-condensata.html	streptophyta-mesostigmatophyceae	Spirotaenia condensata	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Mesostigmatophyceae	
streptophyta-mesostigmatophyceae		chloroplastida-streptophyta	Mesostigmatophyceae	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta	
0eb15fac035ad055887fdd610d7caf09	http://www.protisten.de/gallery-ALL/2236-Spirotaenia-erythrocephala.html	streptophyta-mesostigmatophyceae	Spirotaenia erythrocephala	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Mesostigmatophyceae	
e3757791f971835cbc45b0dc8087cf3b	http://www.protisten.de/gallery-ALL/2240-Spondylosium-pulchellum.html	desmidiales-desmidiaceae	Spondylosium pulchellum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
5bebbcddc54eab453d055b4b934803cd	http://www.protisten.de/gallery-ALL/2243-Spongilla-lacustris.html	spongillida-spongillidae	Spongilla lacustris	Eucaryota|Opisthokonta|Metazoa|Porifera|Demospongiae|Heteroscleromorpha|Spongillida|Spongillidae	
7451e509a5d48d7bd4ed655c8c49ad1b	http://www.protisten.de/gallery-ALL/2247-Spongomonas-spec.html	spongomonadida-spongomonadidae	Spongomonas	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Spongomonadida|Spongomonadidae	
imbricatea-spongomonadida		cercozoa-imbricatea	Spongomonadida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea	
spongomonadida-spongomonadidae		imbricatea-spongomonadida	Spongomonadidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Spongomonadida	
8d8a7bf4ebb351fd6e1e4848d90b14f7	http://www.protisten.de/gallery-ALL/2249-Spongomonas-uvella.html	spongomonadida-spongomonadidae	Spongomonas uvella	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Spongomonadida|Spongomonadidae	8812622
c3860f65861004bd202d829fbc9a048f	http://www.protisten.de/gallery-ALL/2251-Spumella-spec.html	chromulinales-chromulinaceae	Spumella	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Chrysophyceae|Chromulinales|Chromulinaceae	
48b3209c840d7e16d69fd4bdf9513d90	http://www.protisten.de/gallery-ALL/2252-Spumella-rivalis.html	chromulinales-chromulinaceae	Spumella rivalis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Chrysophyceae|Chromulinales|Chromulinaceae	
3689acd8cbd96448ba3aeca2d56ab422	http://www.protisten.de/gallery-ALL/2254-Staurastrum-spec.html	desmidiales-desmidiaceae	Staurastrum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
b201e7bf73bcb412199ce8686b2218d5	http://www.protisten.de/gallery-ALL/2255-Staurastrum-bicorne.html	desmidiales-desmidiaceae	Staurastrum bicorne HAUPTFL.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
196365444536b84312afbf21463e86c8	http://www.protisten.de/gallery-ALL/2257-Staurastrum-capitulum.html	desmidiales-desmidiaceae	Staurastrum capitulum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
4c29dd02ea0ce7e0c240fce28c40d77b	http://www.protisten.de/gallery-ALL/2258-Staurastrum-chaetoceras.html	desmidiales-desmidiaceae	Staurastrum chaetoceras	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
f8cf5625262501a4c2f19ac64ac9717f	http://www.protisten.de/gallery-ALL/2259-Staurastrum-controversum.html	desmidiales-desmidiaceae	Staurastrum controversum BREB.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
961a74dda198f09229ec2c7a8d5cb609	http://www.protisten.de/gallery-ALL/2261-Staurastrum-dilatatum.html	desmidiales-desmidiaceae	Staurastrum dilatatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
942529d1a6d3c2e05b5ee9a5bf70aa10	http://www.protisten.de/gallery-ALL/2262-Staurastrum-erostellum.html	desmidiales-desmidiaceae	Staurastrum erostellum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
c873cf27f7bde0c7f93f09983ce5ac34	http://www.protisten.de/gallery-ALL/2263-Staurastrum-gratum.html	desmidiales-desmidiaceae	Staurastrum gratum WHELDEN	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
998da29bbd79158ae2a1c1793bbf3fed	http://www.protisten.de/gallery-ALL/2264-Staurastrum-inconspicuum.html	desmidiales-desmidiaceae	Staurastrum inconspicuum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	
4553a889ac0446e6a9c3119af12653b0	http://www.protisten.de/gallery-ALL/2267-Staurastrum-johnsonii.html	desmidiales-desmidiaceae	Staurastrum johnsonii WEST & G. S. WEST	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
aa8f348dcc62b8c1942352a50d616d87	http://www.protisten.de/gallery-ALL/2269-Staurastrum-lapponicum.html	desmidiales-desmidiaceae	Staurastrum lapponicum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
4f56afdd44eab140fa9588c88a6baaac	http://www.protisten.de/gallery-ALL/2271-Staurastrum-margaritaceum.html	desmidiales-desmidiaceae	Staurastrum margaritaceum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
93d3353a8c18c70c927d054a555bd93d	http://www.protisten.de/gallery-ALL/2272-Staurastrum-pilosum.html	desmidiales-desmidiaceae	Staurastrum pilosum BREB.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
2f6567b7ba8f64f861afec6157c01d69	http://www.protisten.de/gallery-ALL/2274-Staurastrum-pingue.html	desmidiales-desmidiaceae	Staurastrum pingue	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
8471875f0fb440156b6198a9018f0ec1	http://www.protisten.de/gallery-ALL/2275-Staurastrum-polonicum.html	desmidiales-desmidiaceae	Staurastrum polonicum RACIB.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
68759a86b68a6c79af1743ad122022df	http://www.protisten.de/gallery-ALL/2277-Staurastrum-polymorphum.html	desmidiales-desmidiaceae	Staurastrum polymorphum BREB. ex RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
bf50e7722715233b3374763c601ae899	http://www.protisten.de/gallery-ALL/2280-Staurastrum-senarium.html	desmidiales-desmidiaceae	Staurastrum senarium RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	919778
640755e6ec5a5ac42049f7f31a3f390d	http://www.protisten.de/gallery-ALL/2282-Staurastrum-senarium.html	desmidiales-desmidiaceae	Staurastrum senarium	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	919778
64ae2e20ce41cb096d65f77c06dfacf5	http://www.protisten.de/gallery-ALL/2287-Staurastrum-sexangulare.html	desmidiales-desmidiaceae	Staurastrum sexangulare (BULH.) P. LUNDELL var. crassum W. B. TURNER	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
0f1ed8676d5f7376e165836c35a7502e	http://www.protisten.de/gallery-ALL/2290-Staurastrum-simonyi-var-sparsiaculeatum.html	desmidiales-desmidiaceae	Staurastrum simonyi var. sparsiaculeatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	
4c24915b44492fc8560378e6cc049c29	http://www.protisten.de/gallery-ALL/2293-Staurastrum-spongiosum-var-perbifidum.html	desmidiales-desmidiaceae	Staurastrum spongiosum var. perbifidum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
e60ca7ec9d37d7929f92cf94563d575a	http://www.protisten.de/gallery-ALL/2294-Staurastrum-teliferum.html	desmidiales-desmidiaceae	Staurastrum teliferum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
801b69e543dfb846cf3562daff89d72c	http://www.protisten.de/gallery-ALL/2298-Staurastrum-teliferum.html	desmidiales-desmidiaceae	Staurastrum teliferum RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
e6edc8b17979d21564baf923c9babcf5	http://www.protisten.de/gallery-ALL/2300-Staurastrum-trapezioides.html	desmidiales-desmidiaceae	Staurastrum trapezioides	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
31200800a34bd913fbca32244e155ab1	http://www.protisten.de/gallery-ALL/2303-Stauridium-tetras.html	sphaeropleales-hydrodictiaceae	Stauridium tetras	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Hydrodictiaceae	
8948f3c500bf780c1d7c1aa678a036d7	http://www.protisten.de/gallery-ALL/2308-Staurodesmus-convergens.html	desmidiales-desmidiaceae	Staurodesmus convergens (EHRENB. ex RALFS) TEILINGSynonym: Arthrodesmus convergens EHRENB. ex RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
4f9fcb0ddce8531401193ea782bd81d8	http://www.protisten.de/gallery-ALL/2310-Staurodesmus-convergens.html	desmidiales-desmidiaceae	Staurodesmus convergens	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
36f546a67f20a1e2322013ae1abfbdcd	http://www.protisten.de/gallery-ALL/2312-Staurodesmus-convergens-convergens.html	desmidiales-desmidiaceae	Staurodesmus convergens var. convergens	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
be661b9a2e808dcfee39cd605319192f	http://www.protisten.de/gallery-ALL/2317-Staurodesmus-dejectus.html	desmidiales-desmidiaceae	Staurodesmus dejectus	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
fba6f2052de05781fb610f6b966f3446	http://www.protisten.de/gallery-ALL/2318-Stenosemella-oliva.html	tintinnida-codonellidae	Stenosemella oliva	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnida|Codonellidae	
6b79cccf93ae1d4f6856a296332d3b8d	http://www.protisten.de/gallery-ALL/2320-Stentor-coeruleus.html	heterotrichida-stentoridae	Stentor coeruleus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Postciliodesmatophora|Heterotrichea|Heterotrichida|Stentoridae	488659
heterotrichida-stentoridae		heterotrichea-heterotrichida	Stentoridae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Postciliodesmatophora|Heterotrichea|Heterotrichida	
d65f823e8e184029ae126d7080e5daad	http://www.protisten.de/gallery-ALL/2344-Stephanoceros-fimbriatus.html	collothecacea-collothecidae	Stephanoceros fimbriatus	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Collothecacea|Collothecidae	
5e25afdf573053750524c24a97f3cd07	http://www.protisten.de/gallery-ALL/2349-Stephanodiscus-spec.html	thalassiosirales-stephanodiscaceae	Stephanodiscus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Stephanodiscaceae	
c7f0f0e5e59c3f4939e79a84d2ccdf4c	http://www.protisten.de/gallery-ALL/2350-Stigeoclonium-rivulare.html	chaetophorales-chaetophoraceae	Stigeoclonium rivulare	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Chaetophorales|Chaetophoraceae	
df112902e38a3a315acf155b06df2cd8	http://www.protisten.de/gallery-ALL/2354-Sulfonecta-uniserialis.html	armophorida-caenomorphidae	Sulfonecta uniserialis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Armophorea|Armophorida|Caenomorphidae	
4b45b6b0d88ef4eb2eb47c50a91c5ab7	http://www.protisten.de/gallery-ALL/2355-Surirella-elegans.html	surirellales-surirellaceae	Surirella elegans	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Surirellales|Surirellaceae	
cfc963aae38a921c550ee9485ef0e903	http://www.protisten.de/gallery-ALL/2360-Surirella-linearis.html	surirellales-surirellaceae	Surirella linearis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Surirellales|Surirellaceae	
e273f5e10705fcc15d5da477665a1c33	http://www.protisten.de/gallery-ALL/2361-Synchaeta-spec.html	ploima-synchaetidae	Synchaeta	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Ploima|Synchaetidae	
1527a6140ce72b360eab02a472cf1968	http://www.protisten.de/gallery-ALL/2366-Synchaeta-pectinata.html	ploima-synchaetidae	Synchaeta pectinata	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Ploima|Synchaetidae	
ca16ac1cb0a42113fc890c7dee154dc2	http://www.protisten.de/gallery-ALL/2370-Synura-sphagnicola.html	synurales-mallomonadaceae	Synura sphagnicola	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Synurophyceae|Synurales|Mallomonadaceae	
36c8ee8b9535356c38e74abf0476e532	http://www.protisten.de/gallery-ALL/2373-Synura-spinosa.html	synurales-mallomonadaceae	Synura spinosa	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Synurophyceae|Synurales|Mallomonadaceae	916721
0e48727368cc07dd310832373a8563e8	http://www.protisten.de/gallery-ALL/2387-Synura-uvella.html	synurales-mallomonadaceae	Synura uvella	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Synurophyceae|Synurales|Mallomonadaceae	
5be6675a9fb0c4e868fce734374a11ce	http://www.protisten.de/gallery-ALL/2395-Tabellaria-fenestrata.html	tabellariales-tabellariaceae	Tabellaria fenestrata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilarophycidae|Tabellariales|Tabellariaceae	
fragilariophyceae-fragilarophycidae		bacillariophyta-fragilariophyceae	Fragilarophycidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae	
fragilarophycidae-tabellariales		fragilariophyceae-fragilarophycidae	Tabellariales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilarophycidae	
tabellariales-tabellariaceae		fragilarophycidae-tabellariales	Tabellariaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilarophycidae|Tabellariales	
14888847537a11689dbea10946109853	http://www.protisten.de/gallery-ALL/2397-Tetmemorus-brebissonii-var-brebissonii.html	desmidiales-desmidiaceae	Tetmemorus brebissonii var. brebissonii	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
f1a1d596d3be1b646d7cb45b61495f0c	http://www.protisten.de/gallery-ALL/2399-Tetmemorus-granulatus-var-granulatus.html	desmidiales-desmidiaceae	Tetmemorus granulatus var. granulatus	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	
3b1dd220adfea8f3dc6ef75dde53dd9f	http://www.protisten.de/gallery-ALL/2404-Tetradesmus-dimorphus.html	sphaeropleales-scenedesmaceae	Tetradesmus dimorphus	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
75d7598ca28e39a9b1c0575943a5054b	http://www.protisten.de/gallery-ALL/2410-Tetradesmus-lagerheimii.html	sphaeropleales-scenedesmaceae	Tetradesmus lagerheimii	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
ba20be14fa6e0afe24e3c58c1e5ba9d1	http://www.protisten.de/gallery-ALL/2411-Tetraedron-caudatum.html	sphaeropleales-sphaeropleaceae	Tetraedron caudatum	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Sphaeropleaceae	
sphaeropleales-sphaeropleaceae		chlorophyceae-sphaeropleales	Sphaeropleaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales	
d6540c1cb3dd11c351f3ab89a5c674c9	http://www.protisten.de/gallery-ALL/2413-Tetrahymena-pyriformis.html	tetrahymenina-tetrahymenidae	Tetrahymena pyriformis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Hymenostomatia|Hymenostomatida|Tetrahymenina|Tetrahymenidae	
oligohymenophorea-hymenostomatia		intramacronucleata-oligohymenophorea	Hymenostomatia	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea	
hymenostomatia-hymenostomatida		oligohymenophorea-hymenostomatia	Hymenostomatida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Hymenostomatia	
hymenostomatida-tetrahymenina		hymenostomatia-hymenostomatida	Tetrahymenina	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Hymenostomatia|Hymenostomatida	
tetrahymenina-tetrahymenidae		hymenostomatida-tetrahymenina	Tetrahymenidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Hymenostomatia|Hymenostomatida|Tetrahymenina	
f62057d2d33b41e8e2844b6d6942ddd2	http://www.protisten.de/gallery-ALL/2419-Tetraspora-spec.html	tetrasporales-tetrasporaceae	Tetraspora	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Tetrasporales|Tetrasporaceae	
tetrasporales-tetrasporaceae		chlorophyceae-tetrasporales	Tetrasporaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Tetrasporales	
513e20ee502b73bed92ed74b2a061d97	http://www.protisten.de/gallery-ALL/2420-Tetrastrum-elegans.html	chorellales-oocystaceae	Tetrastrum elegans	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Chorellales|Oocystaceae	
trebouxiophyceae-chorellales		chlorophyta-trebouxiophyceae	Chorellales	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae	
chorellales-oocystaceae		trebouxiophyceae-chorellales	Oocystaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Chorellales	
0809f79e957067592b4a70845f3735ae	http://www.protisten.de/gallery-ALL/2422-Thalassionema-nitzschioides.html	thalassionemales-thalassionemaceae	Thalassionema nitzschioides	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilarophycidae|Thalassionemales|Thalassionemaceae	
fragilarophycidae-thalassionemales		fragilariophyceae-fragilarophycidae	Thalassionemales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilarophycidae	
thalassionemales-thalassionemaceae		fragilarophycidae-thalassionemales	Thalassionemaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilarophycidae|Thalassionemales	
f205e6c3cc97b72b8faff5c7b3624160	http://www.protisten.de/gallery-ALL/2426-Thalassiosira-spec.html	thalassiosirales-thalassiosiraceae	Thalassiosira	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Thalassiosiraceae	
288a5b915f409ec36a6820575759ea50	http://www.protisten.de/gallery-ALL/2428-Thalassiosira-angulata.html	thalassiosirales-thalassiosiraceae	Thalassiosira angulata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Thalassiosiraceae	
25119c9366440f59af84041b50a83554	http://www.protisten.de/gallery-ALL/2430-Thalassiosira-anguste-lineata.html	thalassiosirales-thalassiosiraceae	Thalassiosira anguste-lineata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Thalassiosiraceae	
06d4f9691b650790d7bf3358cac6bd6d	http://www.protisten.de/gallery-ALL/2432-Thalassiosira-eccentrica.html	thalassiosirales-thalassiosiraceae	Thalassiosira eccentrica	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Thalassiosiraceae	
d92f7b9482b9936f1b7ac56d526894a3	http://www.protisten.de/gallery-ALL/2436-Thalassiosira-lundiana.html	thalassiosirales-thalassiosiraceae	Thalassiosira lundiana	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Thalassiosiraceae	
0f575722e15c0cb9d4bb730fb008c126	http://www.protisten.de/gallery-ALL/2438-Thalassiosira-nordenskioeldii.html	thalassiosirales-thalassiosiraceae	Thalassiosira nordenskioeldii	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Thalassiosiraceae	
