taxonID	furtherInformationURL	parentNameUsageID	scientificName	higherClassification	EOLid
04e139249ae535674855df573329270b	http://www.protisten.de/gallery-ALL/499-Cocconeis-placentula-euglypta.html	cocconeidales-cocconeidaceae	Cocconeis placentula var. euglypta	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Cocconeidales|Cocconeidaceae	
3e2d10ae586d805f47ad2599ff00ebe7	http://www.protisten.de/gallery-ALL/510-Cocconeis-scutellum.html	cocconeidales-cocconeidaceae	Cocconeis scutellum	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Cocconeidales|Cocconeidaceae	
2c0e07a2c7c8e4f4ccdda08e374bf229	http://www.protisten.de/gallery-ALL/515-Cochliopodium-spec.html	himatismenida-cochliopodiidae	Cochliopodium	Eucaryota|Amoebozoa|Discosea|Himatismenida|Cochliopodiidae	2911563
amoebozoa-discosea		eucaryota-amoebozoa	Discosea	Eucaryota|Amoebozoa	
discosea-himatismenida		amoebozoa-discosea	Himatismenida	Eucaryota|Amoebozoa|Discosea	
himatismenida-cochliopodiidae		discosea-himatismenida	Cochliopodiidae	Eucaryota|Amoebozoa|Discosea|Himatismenida	
3aa1f5bde0799ff7ab38ac367d0f79aa	http://www.protisten.de/gallery-ALL/519-Cochliopodium-bilimbosum.html	himatismenida-cochliopodiidae	Cochliopodium bilimbosum	Eucaryota|Amoebozoa|Discosea|Himatismenida|Cochliopodiidae	
3239f4b6c90b394298b8b73645349190	http://www.protisten.de/gallery-ALL/525-Cochliopodium-vestitum.html	himatismenida-cochliopodiidae	Cochliopodium vestitum	Eucaryota|Amoebozoa|Discosea|Himatismenida|Cochliopodiidae	
d096b1b58da0fdcf17074098350157f1	http://www.protisten.de/gallery-ALL/530-Codonella-cratera.html	tintinnida-codonellidae	Codonella cratera	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnida|Codonellidae	
spirotrichea-choreotrichia		intramacronucleata-spirotrichea	Choreotrichia	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea	
choreotrichia-tintinnida		spirotrichea-choreotrichia	Tintinnida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia	
tintinnida-codonellidae		choreotrichia-tintinnida	Codonellidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Choreotrichia|Tintinnida	
741036a7fad450550c2594b90896811d	http://www.protisten.de/gallery-ALL/541-Codosiga-spec.html	craspedida-salpingoecidae	Codosiga	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida|Salpingoecidae	
opisthokonta-choanoflagellata		eucaryota-opisthokonta	Choanoflagellata	Eucaryota|Opisthokonta	
choanoflagellata-craspedida		opisthokonta-choanoflagellata	Craspedida	Eucaryota|Opisthokonta|Choanoflagellata	
craspedida-salpingoecidae		choanoflagellata-craspedida	Salpingoecidae	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida	
ef2751e20c77a0daaa4da5515a8fd1cc	http://www.protisten.de/gallery-ALL/544-Coelastrum-microporum-octaedricum.html	sphaeropleales-scenedesmaceae	Coelastrum microporum var. octaedricum	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
00dfd1860fbecffbeb2c8adb64665727	http://www.protisten.de/gallery-ALL/546-Coenochloris-fottii.html	tetrasporales-palmellaceae	Coenochloris fottii	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Tetrasporales|Palmellaceae	
chlorophyceae-tetrasporales		chlorophyta-chlorophyceae	Tetrasporales	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae	
tetrasporales-palmellaceae		chlorophyceae-tetrasporales	Palmellaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Tetrasporales	
e9670f666a0bf141bdba894f81dc0069	http://www.protisten.de/gallery-ALL/548-Colacium-calvum.html	euglenophyceae-euglenales	Colacium calvum	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta|Euglenophyceae|Euglenales	
spirocuta-euglenophyceae		euglenida-spirocuta	Euglenophyceae	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta	
euglenophyceae-euglenales		spirocuta-euglenophyceae	Euglenales	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta|Euglenophyceae	
28222d3c24db155b215b4190f9190275	http://www.protisten.de/gallery-ALL/559-Coleochaete-spec.html	coleochaetales-coleochaetaceae	Coleochaete	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Coleochaetophyceae|Coleochaetales|Coleochaetaceae	
streptophyta-coleochaetophyceae		chloroplastida-streptophyta	Coleochaetophyceae	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta	
coleochaetophyceae-coleochaetales		streptophyta-coleochaetophyceae	Coleochaetales	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Coleochaetophyceae	
coleochaetales-coleochaetaceae		coleochaetophyceae-coleochaetales	Coleochaetaceae	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Coleochaetophyceae|Coleochaetales	
53d4a1800f914606ef0611b4037f5c4b	http://www.protisten.de/gallery-ALL/560-Coleochaete-soluta.html	coleochaetales-coleochaetaceae	Coleochaete soluta	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Coleochaetophyceae|Coleochaetales|Coleochaetaceae	
f348c4d4126da2879907b65a9e24c53d	http://www.protisten.de/gallery-ALL/561-Coleps-hirtus.html	prorodontida-colepidae	Coleps hirtus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Protostomatea|Prorodontida|Colepidae	
intramacronucleata-protostomatea		ciliophora-intramacronucleata	Protostomatea	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata	
protostomatea-prorodontida		intramacronucleata-protostomatea	Prorodontida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Protostomatea	
prorodontida-colepidae		protostomatea-prorodontida	Colepidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Protostomatea|Prorodontida	
ecf65f5e334abe33610c73fba3e89739	http://www.protisten.de/gallery-ALL/564-Coleps-viridis.html	prorodontida-colepidae	Coleps viridis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Protostomatea|Prorodontida|Colepidae	
417fe24928abd54d92334211a4defae2	http://www.protisten.de/gallery-ALL/565-Collotheca-spec.html	collothecacea-collothecidae	Collotheca	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Collothecacea|Collothecidae	
rotifera-collothecacea		syndermata-rotifera	Collothecacea	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera	
collothecacea-collothecidae		rotifera-collothecacea	Collothecidae	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Collothecacea	
85d7bb09b658ca2d8b417ffb7e0d4639	http://www.protisten.de/gallery-ALL/567-Collotheca-ornata.html	collothecacea-collothecidae	Collotheca ornata	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Collothecacea|Collothecidae	
4c8067dadeb5d033eba44215b47154a4	http://www.protisten.de/gallery-ALL/575-Compsopogon-caeruleus.html	compsopogonales-compsopogonaceae	Compsopogon caeruleus	Eucaryota|Archaeplastida|Rhodophyta|Compsopogonophyceae|Compsopogonales|Compsopogonaceae	
rhodophyta-compsopogonophyceae		archaeplastida-rhodophyta	Compsopogonophyceae	Eucaryota|Archaeplastida|Rhodophyta	
compsopogonophyceae-compsopogonales		rhodophyta-compsopogonophyceae	Compsopogonales	Eucaryota|Archaeplastida|Rhodophyta|Compsopogonophyceae	
compsopogonales-compsopogonaceae		compsopogonophyceae-compsopogonales	Compsopogonaceae	Eucaryota|Archaeplastida|Rhodophyta|Compsopogonophyceae|Compsopogonales	
65b5081190b20ef9e71887c4733d6be0	http://www.protisten.de/gallery-ALL/581-Cordylophora-caspia.html	filifera-cordylophoridae	Cordylophora caspia	Eucaryota|Opisthokonta|Metazoa|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata|Filifera|Cordylophoridae	
metazoa-cnidaria		opisthokonta-metazoa	Cnidaria	Eucaryota|Opisthokonta|Metazoa	
cnidaria-hydrozoa		metazoa-cnidaria	Hydrozoa	Eucaryota|Opisthokonta|Metazoa|Cnidaria	
hydrozoa-hydroidolina		cnidaria-hydrozoa	Hydroidolina	Eucaryota|Opisthokonta|Metazoa|Cnidaria|Hydrozoa	
hydroidolina-anthoathecata		hydrozoa-hydroidolina	Anthoathecata	Eucaryota|Opisthokonta|Metazoa|Cnidaria|Hydrozoa|Hydroidolina	
anthoathecata-filifera		hydroidolina-anthoathecata	Filifera	Eucaryota|Opisthokonta|Metazoa|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata	
filifera-cordylophoridae		anthoathecata-filifera	Cordylophoridae	Eucaryota|Opisthokonta|Metazoa|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata|Filifera	
5eba4ab8412544c554af3c6b8e066492	http://www.protisten.de/gallery-ALL/583-Corythion-dubium.html	euglyphina-trinematidae	Corythion dubium	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Euglyphina|Trinematidae	
euglyphina-trinematidae		euglyphida-euglyphina	Trinematidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Euglyphina	
cc6a22e9d26ad0a7ca304db4bc21a87c	http://www.protisten.de/gallery-ALL/586-Coscinodiscus-spec.html	chaetocerotales-chaetocerotaceae	Coscinodiscus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Chaetocerotales|Chaetocerotaceae	
e5e115fef87200f3037b2d8d05e4a0c5	http://www.protisten.de/gallery-ALL/591-Coscinodiscus-concinnus.html	chaetocerotales-chaetocerotaceae	Coscinodiscus concinnus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Chaetocerotales|Chaetocerotaceae	
04389355e85aabd4702de1393a3f614f	http://www.protisten.de/gallery-ALL/599-Coscinodiscus-concinnus.html	chaetocerotales-chaetocerotaceae	Coscinodiscus radiatus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Chaetocerotales|Chaetocerotaceae	
coscinodiscales-coscinodiscaceae		coscinodiscanae-coscinodiscales	Coscinodiscaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Coscinodiscanae|Coscinodiscales	
e96a4313c185a1f8f7754f870a50b7ab	http://www.protisten.de/gallery-ALL/602-Coscinodiscus-wailesii.html	coscinodiscales-coscinodiscaceae	Coscinodiscus wailesii	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Coscinodiscanae|Coscinodiscales|Coscinodiscaceae	
d986f97cb0b1d04c51f07aa9187fc51d	http://www.protisten.de/gallery-ALL/618-Cosmarium-bicuneatum.html	desmidiales-desmidiaceae	Cosmarium bicuneatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
9b803f7ba92bdfa710b275de413eba3a	http://www.protisten.de/gallery-ALL/620-Cosmarium-botrytis.html	desmidiales-desmidiaceae	Cosmarium botrytis MENEGH. ex RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
23b4e1bcc74abc2553391328ebcf2b69	http://www.protisten.de/gallery-ALL/622-Cosmarium-caelatum.html	desmidiales-desmidiaceae	Cosmarium caelatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
0cb880e01393b67e78ebe9b4e61dd4a3	http://www.protisten.de/gallery-ALL/625-Cosmarium-circulare.html	desmidiales-desmidiaceae	Cosmarium circulare REINSCH	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
a7c5eddfcab5bd63ffb77420f0f97220	http://www.protisten.de/gallery-ALL/627-Cosmarium-connatum.html	desmidiales-desmidiaceae	Cosmarium connatum BREB. in RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
2e0aa6bb375a5a596e6433a7138aefbf	http://www.protisten.de/gallery-ALL/629-Cosmarium-connatum.html	desmidiales-desmidiaceae	Cosmarium connatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
646619df4b10c326ca77e22c88517e8d	http://www.protisten.de/gallery-ALL/630-Cosmarium-conspersum.html	desmidiales-desmidiaceae	Cosmarium conspersum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
3c6c6a8cc3ac983c9e67d6fa06ef5e02	http://www.protisten.de/gallery-ALL/631-Cosmarium-conspersum.html	desmidiales-desmidiaceae	Cosmarium conspersum RALFS var. latum (BREB.) WEST & G. S. WEST	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
37ae86eae86e8fa8747e6562ca8f3267	http://www.protisten.de/gallery-ALL/633-Cosmarium-dentiferum.html	desmidiales-desmidiaceae	Cosmarium dentiferum CORDA ex NORDST.var. alpinum MESSIK.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
c478b672a8045a0f37e9ac03e2aaf3f5	http://www.protisten.de/gallery-ALL/635-Cosmarium-granatum.html	desmidiales-desmidiaceae	Cosmarium granatum BREB.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
f8a3052b485405fdd6ab3dadef56128a	http://www.protisten.de/gallery-ALL/637-Cosmarium-hammeri.html	desmidiales-desmidiaceae	Cosmarium hammeri REINSCH var. homalodermum NORDST.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
5a261d4ae3c13439ad190f7305f23a85	http://www.protisten.de/gallery-ALL/639-Cosmarium-holmiense.html	desmidiales-desmidiaceae	Cosmarium holmiense LUND. var. hibernicum SCHMIDLE	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
6f53d54e2669245d10b8a541c370447d	http://www.protisten.de/gallery-ALL/641-Cosmarium-holmiense-integrum.html	desmidiales-desmidiaceae	Cosmarium holmiense var. integrum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
4d6466a70355f3850c9ffa39ce219fd6	http://www.protisten.de/gallery-ALL/642-Cosmarium-neodepressum.html	desmidiales-desmidiaceae	Cosmarium neodepressum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
8f275d965c0b2edb0e3f56f3e3d11628	http://www.protisten.de/gallery-ALL/643-Cosmarium-obsoletum.html	desmidiales-desmidiaceae	Cosmarium obsoletum REINSCH	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
5d4c216afeb351cdb5c09059d777fcc4	http://www.protisten.de/gallery-ALL/645-Cosmarium-ochthodes.html	desmidiales-desmidiaceae	Cosmarium ochthodes NORDST.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
b9f34e82e65b9acecea0d561d1dbe83a	http://www.protisten.de/gallery-ALL/647-Cosmarium-ochthodes.html	desmidiales-desmidiaceae	Cosmarium ochthodes	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
7a075b129f60a23674ef0cf31e312b18	http://www.protisten.de/gallery-ALL/649-Cosmarium-pachydermum.html	desmidiales-desmidiaceae	Cosmarium pachydermum P. LUNDELL	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
ffecf1341385e1ed017fa43fb988f1ae	http://www.protisten.de/gallery-ALL/651-Cosmarium-pachydermum.html	desmidiales-desmidiaceae	Cosmarium pachydermum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	920536
f897fac24c5ffa976c0f4322b83b112e	http://www.protisten.de/gallery-ALL/656-Cosmarium-perforatum.html	desmidiales-desmidiaceae	Cosmarium perforatum LUND.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
9d899ae6455de03f22bf336f434124b4	http://www.protisten.de/gallery-ALL/658-Cosmarium-portianum.html	desmidiales-desmidiaceae	Cosmarium portianum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
b2ec8899b99a6cc70b5e69956b8ca599	http://www.protisten.de/gallery-ALL/663-Cosmarium-praegrande.html	desmidiales-desmidiaceae	Cosmarium praegrande P. LUNDELL	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
57f4ffa29ddbf060263b74f8a098a4e8	http://www.protisten.de/gallery-ALL/665-Cosmarium-protractum.html	desmidiales-desmidiaceae	Cosmarium protractum (NÄG.) DE BARY var. procerum LENZENW.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
b348b67bb104a61c959c3249dba272cd	http://www.protisten.de/gallery-ALL/666-Cosmarium-pseudamoenum.html	desmidiales-desmidiaceae	Cosmarium pseudamoenum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	913457
fa77b2c480f21750ef54a09dc11b9ecf	http://www.protisten.de/gallery-ALL/668-Cosmarium-pseudonitidulum-var-validum.html	desmidiales-desmidiaceae	Cosmarium pseudonitidulum var. validum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	2489890
867883fa0e931797f9f51af9c19a2e24	http://www.protisten.de/gallery-ALL/669-Cosmarium-pseudopyramidatum-abruptum.html	desmidiales-desmidiaceae	Cosmarium pseudopyramidatum var. abruptum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	
33ebac4cdabb8b5547ac45c368d25e37	http://www.protisten.de/gallery-ALL/670-Cosmarium-punctulatum.html	desmidiales-desmidiaceae	Cosmarium punctulatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
879c170bc3274b75884ad7cff16b8006	http://www.protisten.de/gallery-ALL/671-Cosmarium-pyramidatum.html	desmidiales-desmidiaceae	Cosmarium pyramidatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
98debcbe933d05db261f5cf826d45d5a	http://www.protisten.de/gallery-ALL/676-Cosmarium-pyramidatum-convexum.html	desmidiales-desmidiaceae	Cosmarium pyramidatum var. convexum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	
64f0196deb41311622ee1b7aa528ae83	http://www.protisten.de/gallery-ALL/677-Cosmarium-pyramidatum.html	desmidiales-desmidiaceae	Cosmarium pyramidatum BREB. in RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
a15fcf15d56dc9e7e2b778b58e1cf652	http://www.protisten.de/gallery-ALL/679-Cosmarium-quadratulum.html	desmidiales-desmidiaceae	Cosmarium quadratulum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
b470a4b887a66b0a6be165d1bddc6b0e	http://www.protisten.de/gallery-ALL/681-Cosmarium-quadratum.html	desmidiales-desmidiaceae	Cosmarium quadratum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
88d8a112d62dcb0f75df0760aef68250	http://www.protisten.de/gallery-ALL/684-Cosmarium-quadrum.html	desmidiales-desmidiaceae	Cosmarium quadrum P. LUNDELL	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
85f3ed937661ba5cf4ef808d7a62c17e	http://www.protisten.de/gallery-ALL/686-Cosmarium-ralfsii.html	desmidiales-desmidiaceae	Cosmarium ralfsii BREB. ex RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
a338ec5b64b0f8a72f48f75f2b334f1e	http://www.protisten.de/gallery-ALL/688-Cosmarium-reniforme.html	desmidiales-desmidiaceae	Cosmarium reniforme (RALFS) ARCHER var. alaskanum CROASDALE	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
d3b3fdf46b1bd793f7eea66c395df52d	http://www.protisten.de/gallery-ALL/692-Cosmarium-simplicius.html	desmidiales-desmidiaceae	Cosmarium simplicius	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
f6e401091e408d3d714e4da8c09b7633	http://www.protisten.de/gallery-ALL/695-Cosmarium-sparsepunctatum.html	desmidiales-desmidiaceae	Cosmarium sparsepunctatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
6ad0f2a172e088a48c9a745d7bce2223	http://www.protisten.de/gallery-ALL/696-Cosmarium-subarctoum.html	desmidiales-desmidiaceae	Cosmarium subarctoum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	913422
bc5053c885e9ed4b58487ccbbc700dd7	http://www.protisten.de/gallery-ALL/698-Cosmarium-tetraophthalmum.html	desmidiales-desmidiaceae	Cosmarium tetraophthalmum BREB. in RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
d76a593a4f6a443ed76f79867d493279	http://www.protisten.de/gallery-ALL/700-Cosmarium-transitorium.html	desmidiales-desmidiaceae	Cosmarium transitorium	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	51840339
4d862fa6da4571bac404a8b352659e09	http://www.protisten.de/gallery-ALL/701-Cosmarium-turpinii.html	desmidiales-desmidiaceae	Cosmarium turpinii BREB. ex RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
f66a8a0ae97335980100c3aa485c3061	http://www.protisten.de/gallery-ALL/703-Cosmarium-venustum-var-excavatum.html	desmidiales-desmidiaceae	Cosmarium venustum var. excavatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
e4f21ed1b6846ff86a47824861e74a46	http://www.protisten.de/gallery-ALL/707-Cothurnia-annulata.html	sessilida-vaginicolidae	Cothurnia annulata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritrichia|Sessilida|Vaginicolidae	
oligohymenophorea-peritrichia		intramacronucleata-oligohymenophorea	Peritrichia	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea	
peritrichia-sessilida		oligohymenophorea-peritrichia	Sessilida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritrichia	
sessilida-vaginicolidae		peritrichia-sessilida	Vaginicolidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritrichia|Sessilida	
230b026dab86b8e12a5ec94038acddb3	http://www.protisten.de/gallery-ALL/711-Cothurnia-cyathus.html	sessilida-vaginicolidae	Cothurnia cyathus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritrichia|Sessilida|Vaginicolidae	
275728026bbe055ec3e218c793afa9ac	http://www.protisten.de/gallery-ALL/713-Cothurnia-fibripes.html	sessilida-vaginicolidae	Cothurnia fibripes	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritrichia|Sessilida|Vaginicolidae	
e8ae914d94abf0e980b18ead6833fcea	http://www.protisten.de/gallery-ALL/716-Craspedacusta-sowerbii.html	limnomedusae-olindiidae	Craspedacusta sowerbii	Eucaryota|Opisthokonta|Metazoa|Cnidaria|Hydrozoa|Limnomedusae|Olindiidae	
hydrozoa-limnomedusae		cnidaria-hydrozoa	Limnomedusae	Eucaryota|Opisthokonta|Metazoa|Cnidaria|Hydrozoa	
limnomedusae-olindiidae		hydrozoa-limnomedusae	Olindiidae	Eucaryota|Opisthokonta|Metazoa|Cnidaria|Hydrozoa|Limnomedusae	
