Label	URI
d'Huart, J.	http://eol.org/schema/terms/d'Huart_J
Reyna, R.	http://eol.org/schema/terms/Reyna_R
Seydack, A.H.W.	http://eol.org/schema/terms/Seydack_AHW
Jori, F.	http://eol.org/schema/terms/Jori_F
Querouil, S.	http://eol.org/schema/terms/Querouil_S
Luskin, M.	http://eol.org/schema/terms/Luskin_M
Ke, A.	http://eol.org/schema/terms/Ke_A
Rejeki, I.	http://eol.org/schema/terms/Rejeki_I
Keuling, O.	http://eol.org/schema/terms/Keuling_O
Gongora, J.	http://eol.org/schema/terms/Gongora_J
Reyna-Hurtado, R.	http://eol.org/schema/terms/Reyna-Hurtado_R
Beck, H.	http://eol.org/schema/terms/Beck_H
Keuroghlian, A.	http://eol.org/schema/terms/Keuroghlian_A
Mayor, P.	http://eol.org/schema/terms/Mayor_P
Biondo, C.	http://eol.org/schema/terms/Biondo_C
Fragoso, J.M.V.	http://eol.org/schema/terms/Fragoso_JMV
Beisiegel, B.	http://eol.org/schema/terms/Beisiegel_B
de Mello	http://eol.org/schema/terms/de_Mello
Holland, J.	http://eol.org/schema/terms/Holland_J
Jorge, M.L.S.P.	http://eol.org/schema/terms/Jorge_MLSP
Anwarul Islam, M.	http://eol.org/schema/terms/Anwarul_Islam_M
Maxwell, A.	http://eol.org/schema/terms/Maxwell_A
Dryden, G.	http://eol.org/schema/terms/Dryden_G
Giman, B.	http://eol.org/schema/terms/Giman_B
Krajangdara, T.	http://eol.org/schema/terms/Krajangdara_T
Yuneni, R.R.	http://eol.org/schema/terms/Yuneni_RR
Paul, L.J.	http://eol.org/schema/terms/Paul_LJ
Chen, X.	http://eol.org/schema/terms/Chen_X
Ho, H.	http://eol.org/schema/terms/Ho_H
Hsu, H.	http://eol.org/schema/terms/Hsu_H
Zhang, J.	http://eol.org/schema/terms/Zhang_J
Smart, J.J.	http://eol.org/schema/terms/Smart_JJ
VanderWright, J.	http://eol.org/schema/terms/VanderWright_J
Spaet, J.	http://eol.org/schema/terms/Spaet_J
Erdmann, V.	http://eol.org/schema/terms/Erdmann_V
Dharmadi	http://eol.org/schema/terms/Dharmadi
Jacobsen, I.P.	http://eol.org/schema/terms/Jacobsen_IP
Bizzarro, J.J.	http://eol.org/schema/terms/Bizzarro_JJ
McAuley, R.	http://eol.org/schema/terms/McAuley_R
Gordon, I.	http://eol.org/schema/terms/Gordon_I
Flaherty, A.A.	http://eol.org/schema/terms/Flaherty_AA
Corrigan, S.	http://eol.org/schema/terms/Corrigan_S
Sherman, C.S.	http://eol.org/schema/terms/Sherman_CS
Hannan, L.	http://eol.org/schema/terms/Hannan_L
Akhilesh, K.V.	http://eol.org/schema/terms/Akhilesh_KV
Baje, L.	http://eol.org/schema/terms/Baje_L
Williams, S.	http://eol.org/schema/terms/Williams_S
Smith, G.	http://eol.org/schema/terms/Smith_G
Stamm, C.	http://eol.org/schema/terms/Stamm_C
Mikkelsen, P.	http://eol.org/schema/terms/Mikkelsen_P
Roth, B. (Mollusc RLA)	http://eol.org/schema/terms/Roth_B_(Mollusc_RLA)
Haaker, P.	http://eol.org/schema/terms/Haaker_P
Geiger, D.	http://eol.org/schema/terms/Geiger_D
Scott, P.	http://eol.org/schema/terms/Scott_P
Rogers, S.	http://eol.org/schema/terms/Rogers_S
Pillay, D.	http://eol.org/schema/terms/Pillay_D
Donaldson J.S.	http://eol.org/schema/terms/Donaldson_JS
Victor, J.	http://eol.org/schema/terms/Victor_J
Hurter, J.	http://eol.org/schema/terms/Hurter_J
Schatz, G.  (East African Plants Red List Authority)	http://eol.org/schema/terms/Schatz_G__(East_African_Plants_Red_List_Authority)
Achenbag, L.	http://eol.org/schema/terms/Achenbag_L
Luke, Q.R.	http://eol.org/schema/terms/Luke_QR
Lötter, M.	http://eol.org/schema/terms/Lötter_M
Ngwenya, M.	http://eol.org/schema/terms/Ngwenya_M
Hill, K.D.	http://eol.org/schema/terms/Hill_KD
Ottley, H.	http://eol.org/schema/terms/Ottley_H
Liddle, D.	http://eol.org/schema/terms/Liddle_D
Boösenberg, J.D.	http://eol.org/schema/terms/Boösenberg_JD
Bins, B.L.	http://eol.org/schema/terms/Bins_BL
Meek, P.	http://eol.org/schema/terms/Meek_P
Rao, B.R.P.	http://eol.org/schema/terms/Rao_BRP
Tang, W.	http://eol.org/schema/terms/Tang_W
Osborne, R.	http://eol.org/schema/terms/Osborne_R
Nguyen, H.T.	http://eol.org/schema/terms/Nguyen_HT
Bösenberg J.D.	http://eol.org/schema/terms/Bösenberg_JD
Haynes, J.	http://eol.org/schema/terms/Haynes_J
Varghese, A.	http://eol.org/schema/terms/Varghese_A
Krishnamurthy, V.	http://eol.org/schema/terms/Krishnamurthy_V
Garnesan, R.	http://eol.org/schema/terms/Garnesan_R
Manu, K.	http://eol.org/schema/terms/Manu_K
Linis, V.C.	http://eol.org/schema/terms/Linis_VC
Sambale, E.	http://eol.org/schema/terms/Sambale_E
Chemnick, J.	http://eol.org/schema/terms/Chemnick_J
Gregory, T.	http://eol.org/schema/terms/Gregory_T
Morales S.	http://eol.org/schema/terms/Morales_S
Vovides, A.	http://eol.org/schema/terms/Vovides_A
Stevenson, D.W.	http://eol.org/schema/terms/Stevenson_DW
Vazquez, M.	http://eol.org/schema/terms/Vazquez_M
Bojorquez, H.	http://eol.org/schema/terms/Bojorquez_H
Torres, L.	http://eol.org/schema/terms/Torres_L
Sanchez-Moreno, S.	http://eol.org/schema/terms/Sanchez-Moreno_S
Sanchez-Morales, L.	http://eol.org/schema/terms/Sanchez-Morales_L
Torres-Hernandez, L.	http://eol.org/schema/terms/Torres-Hernandez_L
Morales, S.	http://eol.org/schema/terms/Morales_S
Calonje, M.	http://eol.org/schema/terms/Calonje_M
Mertzanidou, D.	http://eol.org/schema/terms/Mertzanidou_D
Black, P.A.	http://eol.org/schema/terms/Black_PA
Belden, G.	http://eol.org/schema/terms/Belden_G
Timmins, J.	http://eol.org/schema/terms/Timmins_J
Schoettle, A.	http://eol.org/schema/terms/Schoettle_A
Gargano, D.	http://eol.org/schema/terms/Gargano_D
Miller, S.	http://eol.org/schema/terms/Miller_S
Sanchez-Rojas, G.	http://eol.org/schema/terms/Sanchez-Rojas_G
Gallina-Tessaro, S.	http://eol.org/schema/terms/Gallina-Tessaro_S
Gallina, S.	http://eol.org/schema/terms/Gallina_S
Lopez Arevalo, H.	http://eol.org/schema/terms/Lopez_Arevalo_H
Lorenzini, R.	http://eol.org/schema/terms/Lorenzini_R
Giannatos, G.	http://eol.org/schema/terms/Giannatos_G
Toïgo, C.	http://eol.org/schema/terms/Toigo_C
Brambilla, A.	http://eol.org/schema/terms/Brambilla_A
Grignolio, S.	http://eol.org/schema/terms/Grignolio_S
Pedrotti, L.	http://eol.org/schema/terms/Pedrotti_L
Yensen, E.	http://eol.org/schema/terms/Yensen_E
Foden, W.	http://eol.org/schema/terms/Foden_W
Potter, L.	http://eol.org/schema/terms/Potter_L
Scheuering, E.	http://eol.org/schema/terms/Scheuering_E
Coté, S.	http://eol.org/schema/terms/Coté_S
Hamel, S.	http://eol.org/schema/terms/Hamel_S
Spironello, W.R.	http://eol.org/schema/terms/Spironello_WR
McCormack, C.	http://eol.org/schema/terms/McCormack_C
Iglésias, S.	http://eol.org/schema/terms/Iglésias_S
Barratt, P.J.	http://eol.org/schema/terms/Barratt_PJ
Valenti, S.	http://eol.org/schema/terms/Valenti_S
Delgado, T.	http://eol.org/schema/terms/Delgado_T
Mogollón, H.	http://eol.org/schema/terms/Mogollón_H
Oleas, N.	http://eol.org/schema/terms/Oleas_N
Benavides, G.	http://eol.org/schema/terms/Benavides_G
Pitman, N.C.	http://eol.org/schema/terms/Pitman_NC
Jørgensen, P.M.	http://eol.org/schema/terms/Jørgensen_PM
Quintana, C.	http://eol.org/schema/terms/Quintana_C
Lansdown, R.V.	http://eol.org/schema/terms/Lansdown_RV
Ulloa Ulloa, C.	http://eol.org/schema/terms/Ulloa_Ulloa_C
Manzanares, J.M.	http://eol.org/schema/terms/Manzanares_JM
Betancur, J.	http://eol.org/schema/terms/Betancur_J
Salinas, N.	http://eol.org/schema/terms/Salinas_N
López, M.	http://eol.org/schema/terms/Lopez_M
Ramírez Padilla, B.	http://eol.org/schema/terms/Ramírez_Padilla_B
Toro  Murillo, J.L.	http://eol.org/schema/terms/Toro__Murillo_JL
Espinoza, C.	http://eol.org/schema/terms/Espinoza_C
Moreno, P.	http://eol.org/schema/terms/Moreno_P
Suin, L.	http://eol.org/schema/terms/Suin_L
Navarrete, H.	http://eol.org/schema/terms/Navarrete_H
Jermy, C.	http://eol.org/schema/terms/Jermy_C
Dawson, S.E.	http://eol.org/schema/terms/Dawson_SE
Paton, A.J.	http://eol.org/schema/terms/Paton_AJ
Bridson, D.	http://eol.org/schema/terms/Bridson_D
Litt, A.	http://eol.org/schema/terms/Litt_A
Csiba, L.	http://eol.org/schema/terms/Csiba_L
Carvalho, A.S.	http://eol.org/schema/terms/Carvalho_AS
Sanchez, M.	http://eol.org/schema/terms/Sanchez_M
Cronk, Q.	http://eol.org/schema/terms/Cronk_Q
Roux, J.P.	http://eol.org/schema/terms/Roux_JP
Clubbe, C.	http://eol.org/schema/terms/Clubbe_C
Stroud, S.	http://eol.org/schema/terms/Stroud_S
Gray, A.	http://eol.org/schema/terms/Gray_A
Niissalo, M.	http://eol.org/schema/terms/Niissalo_M
Renshaw, O.	http://eol.org/schema/terms/Renshaw_O
Sarasan, V.	http://eol.org/schema/terms/Sarasan_V
Boubli, J.-P.	http://eol.org/schema/terms/Boubli_J-P
Alves, S.L.	http://eol.org/schema/terms/Alves_SL
Oliveira, L.C.	http://eol.org/schema/terms/Oliveira_LC
Cornish, A.S.	http://eol.org/schema/terms/Cornish_AS
Peres, M.B.	http://eol.org/schema/terms/Peres_MB
Amorim, P.	http://eol.org/schema/terms/Amorim_P
Ma, K.	http://eol.org/schema/terms/Ma_K
Rhodes, K.	http://eol.org/schema/terms/Rhodes_K
Suharti, S.	http://eol.org/schema/terms/Suharti_S
To, A.	http://eol.org/schema/terms/To_A
Smith, C.	http://eol.org/schema/terms/Smith_C
Wolseley, P.A.	http://eol.org/schema/terms/Wolseley_PA
Baguette, F.	http://eol.org/schema/terms/Baguette_F
Baboorun, T.	http://eol.org/schema/terms/Baboorun_T
Harryba, S.	http://eol.org/schema/terms/Harryba_S
Senterre, B.	http://eol.org/schema/terms/Senterre_B
Gann, G.D.	http://eol.org/schema/terms/Gann_GD
Upson, R.	http://eol.org/schema/terms/Upson_R
Broughton, D.A.	http://eol.org/schema/terms/Broughton_DA
McAdam, J.H.	http://eol.org/schema/terms/McAdam_JH
Ranker, T.	http://eol.org/schema/terms/Ranker_T
Flaherty, A.	http://eol.org/schema/terms/Flaherty_A
Deans, S.	http://eol.org/schema/terms/Deans_S
Cribb, P.	http://eol.org/schema/terms/Cribb_P
Wood, J.	http://eol.org/schema/terms/Wood_J
Wright, L.	http://eol.org/schema/terms/Wright_L
Coelho, R.	http://eol.org/schema/terms/Coelho_R
Goldman, K.J.	http://eol.org/schema/terms/Goldman_KJ
Francis, M.	http://eol.org/schema/terms/Francis_M
Snell, H.	http://eol.org/schema/terms/Snell_H
Wikelski, M.	http://eol.org/schema/terms/Wikelski_M
Alberts, A.	http://eol.org/schema/terms/Alberts_A
Maryon, D.	http://eol.org/schema/terms/Maryon_D
Ardon, D.	http://eol.org/schema/terms/Ardon_D
Martinez, A.	http://eol.org/schema/terms/Martinez_A
Clayson, S.	http://eol.org/schema/terms/Clayson_S
King, J.R.	http://eol.org/schema/terms/King_JR
Ormseth, O.A.	http://eol.org/schema/terms/Ormseth_OA
Barnett, L.A.K.	http://eol.org/schema/terms/Barnett_LAK
Beasley, I.	http://eol.org/schema/terms/Beasley_I
Vázquez-Cruz, M.	http://eol.org/schema/terms/Vázquez-Cruz_M
Malone, C.L.	http://eol.org/schema/terms/Malone_CL
Pasachnik, S.	http://eol.org/schema/terms/Pasachnik_S
Montgomery, C.E.	http://eol.org/schema/terms/Montgomery_CE
Henningheim, E.	http://eol.org/schema/terms/Henningheim_E
Goode, A.B.C.	http://eol.org/schema/terms/Goode_ABC
Gil-Escobedo, J.	http://eol.org/schema/terms/Gil-Escobedo_J
Ubeda, M.	http://eol.org/schema/terms/Ubeda_M
Marijnissen, S.A.E.	http://eol.org/schema/terms/Marijnissen_SAE
Crandall, K.	http://eol.org/schema/terms/Crandall_K
Ishihara, H.	http://eol.org/schema/terms/Ishihara_H
Semba, Y.	http://eol.org/schema/terms/Semba_Y
Volvenko, I.V.	http://eol.org/schema/terms/Volvenko_IV
Yamaguchi, A.	http://eol.org/schema/terms/Yamaguchi_A
Walls, R.	http://eol.org/schema/terms/Walls_R
Kemp, J.R.	http://eol.org/schema/terms/Kemp_JR
Cordova, J.	http://eol.org/schema/terms/Cordova_J
Weigmann, S.	http://eol.org/schema/terms/Weigmann_S
VanderWright, W.J.	http://eol.org/schema/terms/VanderWright_WJ
Grandcourt, E.	http://eol.org/schema/terms/Grandcourt_E
Ali, M.	http://eol.org/schema/terms/Ali_M
Areano, E.M.	http://eol.org/schema/terms/Areano_EM
Graf, D.	http://eol.org/schema/terms/Graf_D
Graf, D.L.	http://eol.org/schema/terms/Graf_DL
Haevermans, T.	http://eol.org/schema/terms/Haevermans_T
Ramanantenasoa, N.	http://eol.org/schema/terms/Ramanantenasoa_N
Ramilina, S.	http://eol.org/schema/terms/Ramilina_S
Ramandimbisoa, B.	http://eol.org/schema/terms/Ramandimbisoa_B
Rajaonah, M.T.	http://eol.org/schema/terms/Rajaonah_MT
Loiselle, P.	http://eol.org/schema/terms/Loiselle_P
Concha, F.	http://eol.org/schema/terms/Concha_F
Marijnissen, S.	http://eol.org/schema/terms/Marijnissen_S
Haines, W.P.	http://eol.org/schema/terms/Haines_WP
Down, T.	http://eol.org/schema/terms/Down_T
Yano , K.	http://eol.org/schema/terms/Yano__K
Lasso-Alcalá, O.	http://eol.org/schema/terms/Lasso-Alcalá_O
Pardo, S.A.	http://eol.org/schema/terms/Pardo_SA
Morales-Saldaña, J.M.	http://eol.org/schema/terms/Morales-Saldaña_JM
González, A.	http://eol.org/schema/terms/González_A
Navia, A.F.	http://eol.org/schema/terms/Navia_AF
Gonzalez-Pestana, A.	http://eol.org/schema/terms/Gonzalez-Pestana_A
Marcante, F.	http://eol.org/schema/terms/Marcante_F
Nunes, J.	http://eol.org/schema/terms/Nunes_J
Schneider, E.V.C.	http://eol.org/schema/terms/Schneider_EVC
de Almeida. M.P.	http://eol.org/schema/terms/De_Almeida_MP
De Almeida, M.P.	http://eol.org/schema/terms/De_Almeida_MP
Fernando, S.	http://eol.org/schema/terms/Fernando_S
Kuguru, B.	http://eol.org/schema/terms/Kuguru_B
Sink, K.	http://eol.org/schema/terms/Sink_K
Schilthuizen, M.	http://eol.org/schema/terms/Schilthuizen_M
Vermeulen, J.	http://eol.org/schema/terms/Vermeulen_J
Lamilla, J.	http://eol.org/schema/terms/Lamilla_J
Human, B.	http://eol.org/schema/terms/Human_B
Smale, M.J.	http://eol.org/schema/terms/Smale_MJ
Fairclough, D.	http://eol.org/schema/terms/Fairclough_D
Cornish, A.	http://eol.org/schema/terms/Cornish_A
Nair, R.	http://eol.org/schema/terms/Nair_R
Leung Lap Boon, B.	http://eol.org/schema/terms/Leung_Lap_Boon_B
Brule, T.	http://eol.org/schema/terms/Brule_T
Mbeiza Mutekanga, N.	http://eol.org/schema/terms/Mbeiza_Mutekanga_N
AL-Eisawi, D.M.H.	http://eol.org/schema/terms/AL-Eisawi_DMH
Schoeman, C.	http://eol.org/schema/terms/Schoeman_C
Cohen, L.	http://eol.org/schema/terms/Cohen_L
MacEwan, K.	http://eol.org/schema/terms/MacEwan_K
Balona, J.	http://eol.org/schema/terms/Balona_J
Richards, L.	http://eol.org/schema/terms/Richards_L
Sethusa, T.	http://eol.org/schema/terms/Sethusa_T
Grubb, P.	http://eol.org/schema/terms/Grubb_P
Van Daele, P.	http://eol.org/schema/terms/Van_Daele_P
Cotterill, F.	http://eol.org/schema/terms/Cotterill_F
Vorontsova, M.	http://eol.org/schema/terms/Vorontsova_M
Patzelt, A.	http://eol.org/schema/terms/Patzelt_A
Massa, A.	http://eol.org/schema/terms/Massa_A
Hozbor, N.	http://eol.org/schema/terms/Hozbor_N
Verheyen, E.	http://eol.org/schema/terms/Verheyen_E
Nicolalde, F.	http://eol.org/schema/terms/Nicolalde_F
Skinner, D.	http://eol.org/schema/terms/Skinner_D
Magos Brehm, J.	http://eol.org/schema/terms/Magos_Brehm_J
Rojas, W.	http://eol.org/schema/terms/Rojas_W
Valenzuela, J.C.	http://eol.org/schema/terms/Valenzuela_JC
Callaghan, D.	http://eol.org/schema/terms/Callaghan_D
Capper, D.	http://eol.org/schema/terms/Capper_D
Cerón, C.	http://eol.org/schema/terms/Cerón_C
Madrinan, S.	http://eol.org/schema/terms/Madrinan_S
Planchuelo, A.M.	http://eol.org/schema/terms/Planchuelo_AM
Mendoza F.	http://eol.org/schema/terms/Mendoza_F
J.M.	EXCLUDE
Skog, L.E.	http://eol.org/schema/terms/Skog_LE
Freire-Fierro, A.	http://eol.org/schema/terms/Freire-Fierro_A
Leon, B.	http://eol.org/schema/terms/Leon_B
Pollard, B.	http://eol.org/schema/terms/Pollard_B
Bazante, G.	http://eol.org/schema/terms/Bazante_G
Parra-O.	http://eol.org/schema/terms/Parra-O
C.	EXCLUDE
Jørgensen, P.	http://eol.org/schema/terms/Jørgensen_P
Pérez Castañeda, Á.	http://eol.org/schema/terms/Pérez_Castañeda_Á
Ghogue, J.-P.	http://eol.org/schema/terms/Ghogue_J-P
Ameka, G.	http://eol.org/schema/terms/Ameka_G
Nzabi, T.	http://eol.org/schema/terms/Nzabi_T
Onana, J.M.	http://eol.org/schema/terms/Onana_J-M
Tchouto, P.	http://eol.org/schema/terms/Tchouto_P
Laegaard, S.	http://eol.org/schema/terms/Laegaard_S
Mantuano, M.	http://eol.org/schema/terms/Mantuano_M
Sonké, B.	http://eol.org/schema/terms/Sonké_B
Nambou, M.	http://eol.org/schema/terms/Nambou_M
Robbrecht, E.	http://eol.org/schema/terms/Robbrecht_E
Larridon, I.	http://eol.org/schema/terms/Larridon_I
Cootes, J.	http://eol.org/schema/terms/Cootes_J
Golamco, A.	http://eol.org/schema/terms/Golamco_A
de Vogel, E.F.	http://eol.org/schema/terms/de_Vogel_EF
Tiu, D.	http://eol.org/schema/terms/Tiu_D
Knapp, S.	http://eol.org/schema/terms/Knapp_S
Fay, M.	http://eol.org/schema/terms/Fay_M
Williams, S.A.	http://eol.org/schema/terms/Williams_SA
Etuge, M.	http://eol.org/schema/terms/Etuge_M
Randriantafika, F.M.	http://eol.org/schema/terms/Randriantafika_FM
L. Faranirina.	http://eol.org/schema/terms/L_Faranirina
Lowry, P.P.	http://eol.org/schema/terms/Lowry_PP
Hong-Wa, C.	http://eol.org/schema/terms/Hong-Wa_C
Members of the IUCN SSC Madagascar Plant Specialist Group	http://eol.org/schema/terms/Members_of_the_IUCN_SSC_Madagascar_Plant_Specialist_Group
Randrianasolo, A.	http://eol.org/schema/terms/Randrianasolo_A
Oakley, L.	http://eol.org/schema/terms/Oakley_L
Pin, A.	http://eol.org/schema/terms/Pin_A
Ostalaza, C.	http://eol.org/schema/terms/Ostalaza_C
Loaiza, C.	http://eol.org/schema/terms/Loaiza_C
Sieben, E.	http://eol.org/schema/terms/Sieben_E
Juffe, D.	http://eol.org/schema/terms/Juffe_D
Elsey, R.	http://eol.org/schema/terms/Elsey_R
Woodward, A.	http://eol.org/schema/terms/Woodward_A
Balaguera-Reina, S.A.	http://eol.org/schema/terms/Balaguera-Reina_SA
Velasco, A.	http://eol.org/schema/terms/Velasco_A
Lippai, C.	http://eol.org/schema/terms/Lippai_C
Siroski, P.	http://eol.org/schema/terms/Siroski_P
Piña, C.	http://eol.org/schema/terms/Piña_C
Larriera, A.	http://eol.org/schema/terms/Larriera_A
Verdade, L.	http://eol.org/schema/terms/Verdade_L
Campos, Z.	http://eol.org/schema/terms/Campos_Z
Llobet, A.	http://eol.org/schema/terms/Llobet_A
Magnusson, W.E.	http://eol.org/schema/terms/Magnusson_WE
Muniz, F.	http://eol.org/schema/terms/Muniz_F
Vliet, K.	http://eol.org/schema/terms/Vliet_K
Somaweera, R.	http://eol.org/schema/terms/Somaweera_R
Solmu, G.	http://eol.org/schema/terms/Solmu_G
Xianchun, Z.	http://eol.org/schema/terms/Xianchun_Z
Averyanov, L.	http://eol.org/schema/terms/Averyanov_L
Svengsuksa, B.	http://eol.org/schema/terms/Svengsuksa_B
Loots, S.	http://eol.org/schema/terms/Loots_S
Mannheimer, C.	http://eol.org/schema/terms/Mannheimer_C
Burke, A.	http://eol.org/schema/terms/Burke_A
Smithies, S.	http://eol.org/schema/terms/Smithies_S
Arguello, P.	http://eol.org/schema/terms/Arguello_P
Jimenez-Prado, P.	http://eol.org/schema/terms/Jimenez-Prado_P
Giachi, F.	http://eol.org/schema/terms/Giachi_F
Vanni, S.	http://eol.org/schema/terms/Vanni_S
Delfino, G.	http://eol.org/schema/terms/Delfino_G
Lescure, J.	http://eol.org/schema/terms/Lescure_J
Marty, C.	http://eol.org/schema/terms/Marty_C
Boistel, R.	http://eol.org/schema/terms/Boistel_R
Lötters, S.	http://eol.org/schema/terms/Lötters_S
La Marca, E.	http://eol.org/schema/terms/La_Marca_E
Reynolds, R.	http://eol.org/schema/terms/Reynolds_R
Hoogmoed, M.	http://eol.org/schema/terms/Hoogmoed_M
MacCulloch, R.	http://eol.org/schema/terms/MacCulloch_R
Gaucher, P.	http://eol.org/schema/terms/Gaucher_P
Dutta, S.	http://eol.org/schema/terms/Dutta_S
Vasudevan, K.	http://eol.org/schema/terms/Vasudevan_K
Dasaramji Buddhe, G.	http://eol.org/schema/terms/Dasaramji_Buddhe_G
Beja, P.	http://eol.org/schema/terms/Beja_P
Beebee, T.	http://eol.org/schema/terms/Beebee_T
Schmidt, B.	http://eol.org/schema/terms/Schmidt_B
Nyström, P.	http://eol.org/schema/terms/Nyström_P
Ogrodowczyk, A.	http://eol.org/schema/terms/Ogrodowczyk_A
Ogielska, M.	http://eol.org/schema/terms/Ogielska_M
Silvano, D.	http://eol.org/schema/terms/Silvano_D
Azevedo-Ramos, C.	http://eol.org/schema/terms/Azevedo-Ramos_C
Narvaes, P.	http://eol.org/schema/terms/Narvaes_P
di Tada, I.	http://eol.org/schema/terms/di_Tada_I
Baldo, D.	http://eol.org/schema/terms/Baldo_D
Solís, F.	http://eol.org/schema/terms/Solís_F
Fuenmayor, Q.	http://eol.org/schema/terms/Fuenmayor_Q
Hardy, J.	http://eol.org/schema/terms/Hardy_J
Stöck, M.	http://eol.org/schema/terms/Stöck_M
Huiqing, G.	http://eol.org/schema/terms/Huiqing_G
Baorong, G.	http://eol.org/schema/terms/Baorong_G
Kuangyang, L.	http://eol.org/schema/terms/Kuangyang_L
Wenhao, C.	http://eol.org/schema/terms/Wenhao_C
Zhigang, Y.	http://eol.org/schema/terms/Zhigang_Y
Manamendra-Arachchi, K.	http://eol.org/schema/terms/Manamendra-Arachchi_K
Khan, M.S.	http://eol.org/schema/terms/Khan_MS
Garcia Moreno, J.	http://eol.org/schema/terms/Garcia_Moreno_J
Martins, M.R.C.	http://eol.org/schema/terms/Martins_MRC
Chaves, G.	http://eol.org/schema/terms/Chaves_G
Savage, J.	http://eol.org/schema/terms/Savage_J
Castro, F.	http://eol.org/schema/terms/Castro_F
Wild, E.	http://eol.org/schema/terms/Wild_E
Kubicki, B.	http://eol.org/schema/terms/Kubicki_B
De la Riva, I.	http://eol.org/schema/terms/De_la_Riva_I
Reichle, S.	http://eol.org/schema/terms/Reichle_S
Acosta-Galvis, A.	http://eol.org/schema/terms/Acosta-Galvis_A
Barrio-Amorós, C.L.	http://eol.org/schema/terms/Barrio-Amorós_CL
Morris, E.J.	http://eol.org/schema/terms/Morris_EJ
Icochea M.	http://eol.org/schema/terms/Icochea_M
Jungfer, K.	http://eol.org/schema/terms/Jungfer_K
Bolaños, F.	http://eol.org/schema/terms/Bolaños_F
Lips, K.	http://eol.org/schema/terms/Lips_K
Lynch, J.	http://eol.org/schema/terms/Lynch_J
Aquino, L.	http://eol.org/schema/terms/Aquino_L
Bastos, R.	http://eol.org/schema/terms/Bastos_R
Kwet, A.	http://eol.org/schema/terms/Kwet_A
Scott, N.	http://eol.org/schema/terms/Scott_N
Ohler, A.	http://eol.org/schema/terms/Ohler_A
Datong, Y.	http://eol.org/schema/terms/Datong_Y
Shunqing, L.	http://eol.org/schema/terms/Shunqing_L
Bordoloi, S.	http://eol.org/schema/terms/Bordoloi_S
Roy, D.	http://eol.org/schema/terms/Roy_D
Santos-Barrera, G.	http://eol.org/schema/terms/Santos-Barrera_G
Xie, F.	http://eol.org/schema/terms/Xie_F
Maslova, I.	http://eol.org/schema/terms/Maslova_I
Matsui, M.	http://eol.org/schema/terms/Matsui_M
Liang, F.	http://eol.org/schema/terms/Liang_F
Lee, J.	http://eol.org/schema/terms/Lee_J
Trefaut Rodrigues, M.	http://eol.org/schema/terms/Trefaut_Rodrigues_M
Caramaschi, U.	http://eol.org/schema/terms/Caramaschi_U
Mijares, A.	http://eol.org/schema/terms/Mijares_A
Faivovich, J.	http://eol.org/schema/terms/Faivovich_J
Gascon, C.	http://eol.org/schema/terms/Gascon_C
Garcia, P.	http://eol.org/schema/terms/Garcia_P
Ron, S.R.	http://eol.org/schema/terms/Ron_SR
Céspedez, J.A.	http://eol.org/schema/terms/Céspedez_JA
Lavilla, E.	http://eol.org/schema/terms/Lavilla_E
Rueda-Almonacid, J.V.	http://eol.org/schema/terms/Rueda-Almonacid_JV
Yánez-Muñoz, M.	http://eol.org/schema/terms/Yánez-Muñoz_M
Rodriguez, L.	http://eol.org/schema/terms/Rodriguez_L
Herrera, M.	http://eol.org/schema/terms/Herrera_M
Almeida, D.	http://eol.org/schema/terms/Almeida_D
Nogales, F.	http://eol.org/schema/terms/Nogales_F
Coloma, L.A.	http://eol.org/schema/terms/Coloma_LA
Manzanilla, J.	http://eol.org/schema/terms/Manzanilla_J
Heyer, R.	http://eol.org/schema/terms/Heyer_R
Langone, J.	http://eol.org/schema/terms/Langone_J
Chan-ard, T.	http://eol.org/schema/terms/Chan-Ard_T
Sengupta, S.	http://eol.org/schema/terms/Sengupta_S
Asmat, G.S.M.	http://eol.org/schema/terms/Asmat_GSM
Changyuan, Y.	http://eol.org/schema/terms/Changyuan_Y
Swan, S.	http://eol.org/schema/terms/Swan_S
Lu Shunqing	http://eol.org/schema/terms/Lu_Shunqing
Yang Datong	http://eol.org/schema/terms/Yang_Datong
Khalikov, R.	http://eol.org/schema/terms/Khalikov_R
Haitao, S.	http://eol.org/schema/terms/Haitao_S
Uddin Sarker, S.	http://eol.org/schema/terms/Uddin_Sarker_S
Asmat, G.	http://eol.org/schema/terms/Asmat_G
Inger, R.	http://eol.org/schema/terms/Inger_R
Kumar Shrestha, T.	http://eol.org/schema/terms/Kumar_Shrestha_T
Gour Broom, V.	http://eol.org/schema/terms/Gour_Broom_V
Vijayakumar, S.P.	http://eol.org/schema/terms/Vijayakumar_SP
Sharif Khan, M.	http://eol.org/schema/terms/Sharif_Khan_M
Biju, S.D.	http://eol.org/schema/terms/Biju_SD
Yuan Zhigang	http://eol.org/schema/terms/Yuan_Zhigang
Zhao Ermi	http://eol.org/schema/terms/Zhao_Ermi
Shi Haitao	http://eol.org/schema/terms/Shi_Haitao
Diesmos, A.	http://eol.org/schema/terms/Diesmos_A
Alcala, A.	http://eol.org/schema/terms/Alcala_A
Gee, G.	http://eol.org/schema/terms/Gee_G
Sukumaran, J.	http://eol.org/schema/terms/Sukumaran_J
